"Year","Gender","Age group","Geography","GeoCode","Progress","Value"
"2023","Total - Gender","45 years and over","Canada",,2.2,4.2
"2023","Total - Gender","25 to 54 years","Canada",,2.5,4.5
"2023","Total - Gender","55 years and over","Canada",,2.5,4.5
"2023","Total - Gender","15 to 64 years","Canada",,3.5,5.5
"2023","Total - Gender","15 to 19 years","Canada",,11.9,13.9
"2023","Total - Gender","20 to 24 years","Canada",,6.9,8.9
"2023","Total - Gender","25 to 29 years","Canada",,4.3,6.3
"2023","Total - Gender","30 to 34 years","Canada",,3.1,5.1
"2023","Total - Gender","35 to 39 years","Canada",,2.2,4.2
"2023","Total - Gender","40 to 44 years","Canada",,1.9,3.9
"2023","Total - Gender","45 to 49 years","Canada",,1.5,3.5
"2023","Total - Gender","50 to 54 years","Canada",,2,4
"2023","Total - Gender","55 to 59 years","Canada",,2.2,4.2
"2023","Total - Gender","60 to 64 years","Canada",,3.3,5.3
"2023","Total - Gender","65 years and over","Canada",,2.2,4.2
"2023","Total - Gender","65 to 69 years","Canada",,2.6,4.6
"2023","Total - Gender","70 years and over","Canada",,1.4,3.4
"2023","Men+","15 years and over","Canada",,3.5,5.5
"2023","Men+","15 to 24 years","Canada",,9.5,11.5
"2023","Men+","25 years and over","Canada",,2.6,4.6
"2023","Men+","25 to 44 years","Canada",,2.9,4.9
"2023","Men+","45 to 64 years","Canada",,2.2,4.2
"2023","Men+","45 years and over","Canada",,2.2,4.2
"2023","Men+","25 to 54 years","Canada",,2.6,4.6
"2023","Men+","55 years and over","Canada",,2.6,4.6
"2023","Men+","15 to 64 years","Canada",,3.6,5.6
"2023","Men+","15 to 19 years","Canada",,12.4,14.4
"2023","Men+","20 to 24 years","Canada",,7.9,9.9
"2023","Men+","25 to 29 years","Canada",,4.8,6.8
"2023","Men+","30 to 34 years","Canada",,3.1,5.1
"2023","Men+","35 to 39 years","Canada",,2,4
"2023","Men+","40 to 44 years","Canada",,1.8,3.8
"2023","Men+","45 to 49 years","Canada",,1.5,3.5
"2023","Men+","50 to 54 years","Canada",,2,4
"2023","Men+","55 to 59 years","Canada",,2.1,4.1
"2023","Men+","60 to 64 years","Canada",,3.5,5.5
"2023","Men+","65 years and over","Canada",,2.4,4.4
"2023","Men+","65 to 69 years","Canada",,2.9,4.9
"2023","Men+","70 years and over","Canada",,1.6,3.6
"2023","Women+","15 years and over","Canada",,3.2,5.2
"2023","Women+","15 to 24 years","Canada",,7.9,9.9
"2023","Women+","25 years and over","Canada",,2.5,4.5
"2023","Women+","25 to 44 years","Canada",,2.8,4.8
"2023","Women+","45 to 64 years","Canada",,2.1,4.1
"2023","Women+","45 years and over","Canada",,2.1,4.1
"2023","Women+","25 to 54 years","Canada",,2.5,4.5
"2023","Women+","55 years and over","Canada",,2.4,4.4
"2023","Women+","15 to 64 years","Canada",,3.3,5.3
"2023","Women+","15 to 19 years","Canada",,11.4,13.4
"2023","Women+","20 to 24 years","Canada",,5.8,7.8
"2023","Women+","25 to 29 years","Canada",,3.7,5.7
"2023","Women+","30 to 34 years","Canada",,3.1,5.1
"2023","Women+","35 to 39 years","Canada",,2.4,4.4
"2023","Women+","40 to 44 years","Canada",,2.1,4.1
"2023","Women+","45 to 49 years","Canada",,1.6,3.6
"2023","Women+","50 to 54 years","Canada",,2,4
"2023","Women+","55 to 59 years","Canada",,2.3,4.3
"2023","Women+","60 to 64 years","Canada",,3,5
"2023","Women+","65 years and over","Canada",,1.8,3.8
"2023","Women+","65 to 69 years","Canada",,2.1,4.1
"2023","Women+","70 years and over","Canada",,1.2,3.2
"2023","Total - Gender","15 years and over","Newfoundland and Labrador",10,7.9,9.9
"2023","Total - Gender","15 to 24 years","Newfoundland and Labrador",10,12.6,14.6
"2023","Total - Gender","25 years and over","Newfoundland and Labrador",10,7.3,9.3
"2023","Total - Gender","25 to 44 years","Newfoundland and Labrador",10,6.3,8.3
"2023","Total - Gender","45 to 64 years","Newfoundland and Labrador",10,7.9,9.9
"2023","Total - Gender","45 years and over","Newfoundland and Labrador",10,8.1,10.1
"2023","Total - Gender","25 to 54 years","Newfoundland and Labrador",10,5.8,7.8
"2023","Total - Gender","55 years and over","Newfoundland and Labrador",10,10.9,12.9
"2023","Total - Gender","15 to 64 years","Newfoundland and Labrador",10,7.9,9.9
"2023","Total - Gender","15 to 19 years","Newfoundland and Labrador",10,16.3,18.3
"2023","Total - Gender","20 to 24 years","Newfoundland and Labrador",10,10.5,12.5
"2023","Total - Gender","25 to 29 years","Newfoundland and Labrador",10,6.1,8.1
"2023","Total - Gender","30 to 34 years","Newfoundland and Labrador",10,6.6,8.6
"2023","Total - Gender","35 to 39 years","Newfoundland and Labrador",10,6,8
"2023","Total - Gender","40 to 44 years","Newfoundland and Labrador",10,6.6,8.6
"2023","Total - Gender","45 to 49 years","Newfoundland and Labrador",10,4,6
"2023","Total - Gender","50 to 54 years","Newfoundland and Labrador",10,6,8
"2023","Total - Gender","55 to 59 years","Newfoundland and Labrador",10,9.5,11.5
"2023","Total - Gender","60 to 64 years","Newfoundland and Labrador",10,13.6,15.6
"2023","Total - Gender","65 years and over","Newfoundland and Labrador",10,9.6,11.6
"2023","Total - Gender","65 to 69 years","Newfoundland and Labrador",10,11.3,13.3
"2023","Total - Gender","70 years and over","Newfoundland and Labrador",10,,
"2023","Men+","15 years and over","Newfoundland and Labrador",10,9.8,11.8
"2023","Men+","15 to 24 years","Newfoundland and Labrador",10,14.3,16.3
"2023","Men+","25 years and over","Newfoundland and Labrador",10,9.2,11.2
"2023","Men+","25 to 44 years","Newfoundland and Labrador",10,7.7,9.7
"2023","Men+","45 to 64 years","Newfoundland and Labrador",10,10.1,12.1
"2023","Men+","45 years and over","Newfoundland and Labrador",10,10.4,12.4
"2023","Men+","25 to 54 years","Newfoundland and Labrador",10,7.2,9.2
"2023","Men+","55 years and over","Newfoundland and Labrador",10,13.9,15.9
"2023","Men+","15 to 64 years","Newfoundland and Labrador",10,9.7,11.7
"2023","Men+","15 to 19 years","Newfoundland and Labrador",10,17,19
"2023","Men+","20 to 24 years","Newfoundland and Labrador",10,12.9,14.9
"2023","Men+","25 to 29 years","Newfoundland and Labrador",10,7.1,9.1
"2023","Men+","30 to 34 years","Newfoundland and Labrador",10,9.2,11.2
"2023","Men+","35 to 39 years","Newfoundland and Labrador",10,6.9,8.9
"2023","Men+","40 to 44 years","Newfoundland and Labrador",10,7.7,9.7
"2023","Men+","45 to 49 years","Newfoundland and Labrador",10,5,7
"2023","Men+","50 to 54 years","Newfoundland and Labrador",10,7.3,9.3
"2023","Men+","55 to 59 years","Newfoundland and Labrador",10,12.5,14.5
"2023","Men+","60 to 64 years","Newfoundland and Labrador",10,16.9,18.9
"2023","Men+","65 years and over","Newfoundland and Labrador",10,,
"2023","Men+","65 to 69 years","Newfoundland and Labrador",10,,
"2023","Men+","70 years and over","Newfoundland and Labrador",10,,
"2023","Women+","15 years and over","Newfoundland and Labrador",10,5.9,7.9
"2023","Women+","15 to 24 years","Newfoundland and Labrador",10,10.8,12.8
"2023","Women+","25 years and over","Newfoundland and Labrador",10,5.3,7.3
"2023","Women+","25 to 44 years","Newfoundland and Labrador",10,4.8,6.8
"2023","Women+","45 to 64 years","Newfoundland and Labrador",10,5.6,7.6
"2023","Women+","45 years and over","Newfoundland and Labrador",10,5.7,7.7
"2023","Women+","25 to 54 years","Newfoundland and Labrador",10,4.5,6.5
"2023","Women+","55 years and over","Newfoundland and Labrador",10,7.5,9.5
"2023","Women+","15 to 64 years","Newfoundland and Labrador",10,5.9,7.9
"2023","Women+","15 to 19 years","Newfoundland and Labrador",10,15.7,17.7
"2023","Women+","20 to 24 years","Newfoundland and Labrador",10,7.8,9.8
"2023","Women+","25 to 29 years","Newfoundland and Labrador",10,5,7
"2023","Women+","30 to 34 years","Newfoundland and Labrador",10,3.7,5.7
"2023","Women+","35 to 39 years","Newfoundland and Labrador",10,5.1,7.1
"2023","Women+","40 to 44 years","Newfoundland and Labrador",10,6.1,8.1
"2023","Women+","45 to 49 years","Newfoundland and Labrador",10,3.2,5.2
"2023","Women+","50 to 54 years","Newfoundland and Labrador",10,4.7,6.7
"2023","Women+","55 to 59 years","Newfoundland and Labrador",10,6.4,8.4
"2023","Women+","60 to 64 years","Newfoundland and Labrador",10,9.5,11.5
"2023","Women+","65 years and over","Newfoundland and Labrador",10,,
"2023","Women+","65 to 69 years","Newfoundland and Labrador",10,,
"2023","Women+","70 years and over","Newfoundland and Labrador",10,,
"2023","Total - Gender","15 years and over","Prince Edward Island",11,5.2,7.2
"2023","Total - Gender","15 to 24 years","Prince Edward Island",11,9.5,11.5
"2023","Total - Gender","25 years and over","Prince Edward Island",11,4.4,6.4
"2023","Total - Gender","25 to 44 years","Prince Edward Island",11,3.6,5.6
"2023","Total - Gender","45 to 64 years","Prince Edward Island",11,4.9,6.9
"2023","Total - Gender","45 years and over","Prince Edward Island",11,5,7
"2023","Total - Gender","25 to 54 years","Prince Edward Island",11,3.9,5.9
"2023","Total - Gender","55 years and over","Prince Edward Island",11,5.7,7.7
"2023","Total - Gender","15 to 64 years","Prince Edward Island",11,5.1,7.1
"2023","Total - Gender","15 to 19 years","Prince Edward Island",11,14.3,16.3
"2023","Total - Gender","20 to 24 years","Prince Edward Island",11,7.4,9.4
"2023","Total - Gender","25 to 29 years","Prince Edward Island",11,6.7,8.7
"2023","Total - Gender","30 to 34 years","Prince Edward Island",11,2.2,4.2
"2023","Total - Gender","35 to 39 years","Prince Edward Island",11,3.3,5.3
"2023","Total - Gender","40 to 44 years","Prince Edward Island",11,2.4,4.4
"2023","Total - Gender","45 to 49 years","Prince Edward Island",11,3.8,5.8
"2023","Total - Gender","50 to 54 years","Prince Edward Island",11,4.4,6.4
"2023","Total - Gender","55 to 59 years","Prince Edward Island",11,3.5,5.5
"2023","Total - Gender","60 to 64 years","Prince Edward Island",11,8.1,10.1
"2023","Total - Gender","65 years and over","Prince Edward Island",11,5.9,7.9
"2023","Total - Gender","65 to 69 years","Prince Edward Island",11,5.7,7.7
"2023","Total - Gender","70 years and over","Prince Edward Island",11,6.3,8.3
"2023","Men+","15 years and over","Prince Edward Island",11,6.4,8.4
"2023","Men+","15 to 24 years","Prince Edward Island",11,11.6,13.6
"2023","Men+","25 years and over","Prince Edward Island",11,5.4,7.4
"2023","Men+","25 to 44 years","Prince Edward Island",11,4.5,6.5
"2023","Men+","45 to 64 years","Prince Edward Island",11,5.9,7.9
"2023","Men+","45 years and over","Prince Edward Island",11,6.3,8.3
"2023","Men+","25 to 54 years","Prince Edward Island",11,4.9,6.9
"2023","Men+","55 years and over","Prince Edward Island",11,6.6,8.6
"2023","Men+","15 to 64 years","Prince Edward Island",11,6.3,8.3
"2023","Men+","15 to 19 years","Prince Edward Island",11,17.2,19.2
"2023","Men+","20 to 24 years","Prince Edward Island",11,8.9,10.9
"2023","Men+","25 to 29 years","Prince Edward Island",11,9.5,11.5
"2023","Men+","30 to 34 years","Prince Edward Island",11,,
"2023","Men+","35 to 39 years","Prince Edward Island",11,,
"2023","Men+","40 to 44 years","Prince Edward Island",11,,
"2023","Men+","45 to 49 years","Prince Edward Island",11,5,7
"2023","Men+","50 to 54 years","Prince Edward Island",11,4.4,6.4
"2023","Men+","55 to 59 years","Prince Edward Island",11,,
"2023","Men+","60 to 64 years","Prince Edward Island",11,9.9,11.9
"2023","Men+","65 years and over","Prince Edward Island",11,,
"2023","Men+","65 to 69 years","Prince Edward Island",11,,
"2023","Men+","70 years and over","Prince Edward Island",11,,
"2023","Women+","15 years and over","Prince Edward Island",11,3.8,5.8
"2023","Women+","15 to 24 years","Prince Edward Island",11,7.3,9.3
"2023","Women+","25 years and over","Prince Edward Island",11,3.1,5.1
"2023","Women+","25 to 44 years","Prince Edward Island",11,2.6,4.6
"2023","Women+","45 to 64 years","Prince Edward Island",11,3.8,5.8
"2023","Women+","45 years and over","Prince Edward Island",11,4.2,6.2
"2023","Women+","25 to 54 years","Prince Edward Island",11,2.9,4.9
"2023","Women+","55 years and over","Prince Edward Island",11,3.8,5.8
"2023","Women+","15 to 64 years","Prince Edward Island",11,3.9,5.9
"2023","Women+","15 to 19 years","Prince Edward Island",11,10.5,12.5
"2023","Women+","20 to 24 years","Prince Edward Island",11,5.8,7.8
"2023","Women+","25 to 29 years","Prince Edward Island",11,3.6,5.6
"2023","Women+","30 to 34 years","Prince Edward Island",11,,
"2023","Women+","35 to 39 years","Prince Edward Island",11,,
"2023","Women+","40 to 44 years","Prince Edward Island",11,,
"2023","Women+","45 to 49 years","Prince Edward Island",11,5,7
"2023","Women+","50 to 54 years","Prince Edward Island",11,4.5,6.5
"2023","Women+","55 to 59 years","Prince Edward Island",11,,
"2023","Women+","60 to 64 years","Prince Edward Island",11,6.1,8.1
"2023","Women+","65 years and over","Prince Edward Island",11,,
"2023","Women+","65 to 69 years","Prince Edward Island",11,,
"2023","Women+","70 years and over","Prince Edward Island",11,,
"2023","Total - Gender","15 years and over","Nova Scotia",12,4.4,6.4
"2023","Total - Gender","15 to 24 years","Nova Scotia",12,10,12
"2023","Total - Gender","25 years and over","Nova Scotia",12,3.4,5.4
"2023","Total - Gender","25 to 44 years","Nova Scotia",12,3.5,5.5
"2023","Total - Gender","45 to 64 years","Nova Scotia",12,3.3,5.3
"2023","Total - Gender","45 years and over","Nova Scotia",12,3.4,5.4
"2023","Total - Gender","25 to 54 years","Nova Scotia",12,3.2,5.2
"2023","Total - Gender","55 years and over","Nova Scotia",12,4,6
"2023","Total - Gender","15 to 64 years","Nova Scotia",12,4.4,6.4
"2023","Total - Gender","15 to 19 years","Nova Scotia",12,14.9,16.9
"2023","Total - Gender","20 to 24 years","Nova Scotia",12,7.3,9.3
"2023","Total - Gender","25 to 29 years","Nova Scotia",12,4.6,6.6
"2023","Total - Gender","30 to 34 years","Nova Scotia",12,3.2,5.2
"2023","Total - Gender","35 to 39 years","Nova Scotia",12,3.2,5.2
"2023","Total - Gender","40 to 44 years","Nova Scotia",12,2.8,4.8
"2023","Total - Gender","45 to 49 years","Nova Scotia",12,3,5
"2023","Total - Gender","50 to 54 years","Nova Scotia",12,2.5,4.5
"2023","Total - Gender","55 to 59 years","Nova Scotia",12,3.5,5.5
"2023","Total - Gender","60 to 64 years","Nova Scotia",12,4.6,6.6
"2023","Total - Gender","65 years and over","Nova Scotia",12,4.2,6.2
"2023","Total - Gender","65 to 69 years","Nova Scotia",12,5,7
"2023","Total - Gender","70 years and over","Nova Scotia",12,3,5
"2023","Men+","15 years and over","Nova Scotia",12,5,7
"2023","Men+","15 to 24 years","Nova Scotia",12,12.1,14.1
"2023","Men+","25 years and over","Nova Scotia",12,3.8,5.8
"2023","Men+","25 to 44 years","Nova Scotia",12,4,6
"2023","Men+","45 to 64 years","Nova Scotia",12,3.8,5.8
"2023","Men+","45 years and over","Nova Scotia",12,3.7,5.7
"2023","Men+","25 to 54 years","Nova Scotia",12,3.6,5.6
"2023","Men+","55 years and over","Nova Scotia",12,4.4,6.4
"2023","Men+","15 to 64 years","Nova Scotia",12,5.1,7.1
"2023","Men+","15 to 19 years","Nova Scotia",12,17.1,19.1
"2023","Men+","20 to 24 years","Nova Scotia",12,9.4,11.4
"2023","Men+","25 to 29 years","Nova Scotia",12,5.2,7.2
"2023","Men+","30 to 34 years","Nova Scotia",12,3.1,5.1
"2023","Men+","35 to 39 years","Nova Scotia",12,3.9,5.9
"2023","Men+","40 to 44 years","Nova Scotia",12,3.5,5.5
"2023","Men+","45 to 49 years","Nova Scotia",12,3.5,5.5
"2023","Men+","50 to 54 years","Nova Scotia",12,2.1,4.1
"2023","Men+","55 to 59 years","Nova Scotia",12,4.6,6.6
"2023","Men+","60 to 64 years","Nova Scotia",12,5.5,7.5
"2023","Men+","65 years and over","Nova Scotia",12,2.9,4.9
"2023","Men+","65 to 69 years","Nova Scotia",12,4.6,6.6
"2023","Men+","70 years and over","Nova Scotia",12,,
"2023","Women+","15 years and over","Nova Scotia",12,3.7,5.7
"2023","Women+","15 to 24 years","Nova Scotia",12,7.7,9.7
"2023","Women+","25 years and over","Nova Scotia",12,3,5
"2023","Women+","25 to 44 years","Nova Scotia",12,3,5
"2023","Women+","45 to 64 years","Nova Scotia",12,2.8,4.8
"2023","Women+","45 years and over","Nova Scotia",12,3.1,5.1
"2023","Women+","25 to 54 years","Nova Scotia",12,2.8,4.8
"2023","Women+","55 years and over","Nova Scotia",12,3.6,5.6
"2023","Women+","15 to 64 years","Nova Scotia",12,3.6,5.6
"2023","Women+","15 to 19 years","Nova Scotia",12,13.4,15.4
"2023","Women+","20 to 24 years","Nova Scotia",12,4.9,6.9
"2023","Women+","25 to 29 years","Nova Scotia",12,3.8,5.8
"2023","Women+","30 to 34 years","Nova Scotia",12,3.3,5.3
"2023","Women+","35 to 39 years","Nova Scotia",12,2.5,4.5
"2023","Women+","40 to 44 years","Nova Scotia",12,2.1,4.1
"2023","Women+","45 to 49 years","Nova Scotia",12,2.5,4.5
"2023","Women+","50 to 54 years","Nova Scotia",12,2.5,4.5
"2023","Women+","55 to 59 years","Nova Scotia",12,2.2,4.2
"2023","Women+","60 to 64 years","Nova Scotia",12,3.6,5.6
"2023","Women+","65 years and over","Nova Scotia",12,6.2,8.2
"2023","Women+","65 to 69 years","Nova Scotia",12,6.9,8.9
"2023","Women+","70 years and over","Nova Scotia",12,,
"2023","Total - Gender","15 years and over","New Brunswick",13,4.6,6.6
"2023","Total - Gender","15 to 24 years","New Brunswick",13,9.7,11.7
"2023","Total - Gender","25 years and over","New Brunswick",13,3.8,5.8
"2023","Total - Gender","25 to 44 years","New Brunswick",13,3.2,5.2
"2023","Total - Gender","45 to 64 years","New Brunswick",13,3.9,5.9
"2023","Total - Gender","45 years and over","New Brunswick",13,4.2,6.2
"2023","Total - Gender","25 to 54 years","New Brunswick",13,3.1,5.1
"2023","Total - Gender","55 years and over","New Brunswick",13,5.4,7.4
"2023","Total - Gender","15 to 64 years","New Brunswick",13,4.4,6.4
"2023","Total - Gender","15 to 19 years","New Brunswick",13,13.6,15.6
"2023","Total - Gender","20 to 24 years","New Brunswick",13,7.2,9.2
"2023","Total - Gender","25 to 29 years","New Brunswick",13,3.3,5.3
"2023","Total - Gender","30 to 34 years","New Brunswick",13,2.8,4.8
"2023","Total - Gender","35 to 39 years","New Brunswick",13,3.2,5.2
"2023","Total - Gender","40 to 44 years","New Brunswick",13,3.4,5.4
"2023","Total - Gender","45 to 49 years","New Brunswick",13,3,5
"2023","Total - Gender","50 to 54 years","New Brunswick",13,2.9,4.9
"2023","Total - Gender","55 to 59 years","New Brunswick",13,3.3,5.3
"2023","Total - Gender","60 to 64 years","New Brunswick",13,7.3,9.3
"2023","Total - Gender","65 years and over","New Brunswick",13,7.1,9.1
"2023","Total - Gender","65 to 69 years","New Brunswick",13,7.5,9.5
"2023","Total - Gender","70 years and over","New Brunswick",13,6.3,8.3
"2023","Men+","15 years and over","New Brunswick",13,6,8
"2023","Men+","15 to 24 years","New Brunswick",13,12.2,14.2
"2023","Men+","25 years and over","New Brunswick",13,5,7
"2023","Men+","25 to 44 years","New Brunswick",13,4.8,6.8
"2023","Men+","45 to 64 years","New Brunswick",13,4.9,6.9
"2023","Men+","45 years and over","New Brunswick",13,5.3,7.3
"2023","Men+","25 to 54 years","New Brunswick",13,4.2,6.2
"2023","Men+","55 years and over","New Brunswick",13,7,9
"2023","Men+","15 to 64 years","New Brunswick",13,5.9,7.9
"2023","Men+","15 to 19 years","New Brunswick",13,16.9,18.9
"2023","Men+","20 to 24 years","New Brunswick",13,10.2,12.2
"2023","Men+","25 to 29 years","New Brunswick",13,5,7
"2023","Men+","30 to 34 years","New Brunswick",13,4.5,6.5
"2023","Men+","35 to 39 years","New Brunswick",13,4.4,6.4
"2023","Men+","40 to 44 years","New Brunswick",13,5.2,7.2
"2023","Men+","45 to 49 years","New Brunswick",13,3.4,5.4
"2023","Men+","50 to 54 years","New Brunswick",13,3.2,5.2
