"Year","Household food security status","Geography","Economic family type","Sex","Age group","Visible minority","Indigenous population","GeoCode","Value"
"2022","Food insecure","Quebec",,,,,"Non-Indigenous population",24,15.7
"2022","Food insecure, marginal","Quebec",,,,,"Non-Indigenous population",24,4.9
"2022","Food insecure, moderate or severe","Quebec",,,,,"Non-Indigenous population",24,10.8
"2022","Food insecure, moderate","Quebec",,,,,"Non-Indigenous population",24,8
"2022","Food insecure, severe","Quebec",,,,,"Non-Indigenous population",24,2.8
"2022","Food secure","Quebec",,,,,"Not a visible minority nor Indigenous",24,86.9
"2022","Food insecure","Quebec",,,,,"Not a visible minority nor Indigenous",24,13.1
"2022","Food insecure, marginal","Quebec",,,,,"Not a visible minority nor Indigenous",24,4.3
"2022","Food insecure, moderate or severe","Quebec",,,,,"Not a visible minority nor Indigenous",24,8.8
"2022","Food insecure, moderate","Quebec",,,,,"Not a visible minority nor Indigenous",24,6.5
"2022","Food insecure, severe","Quebec",,,,,"Not a visible minority nor Indigenous",24,2.3
"2022","Food secure","Ontario",,"Both sexes","Under 18 years",,,35,69.3
"2022","Food insecure","Ontario",,"Both sexes","Under 18 years",,,35,30.7
"2022","Food insecure, marginal","Ontario",,"Both sexes","Under 18 years",,,35,6.9
"2022","Food insecure, moderate or severe","Ontario",,"Both sexes","Under 18 years",,,35,23.8
"2022","Food insecure, moderate","Ontario",,"Both sexes","Under 18 years",,,35,16.6
"2022","Food insecure, severe","Ontario",,"Both sexes","Under 18 years",,,35,7.1
"2022","Food secure","Ontario",,"Both sexes","18 to 64 years",,,35,74
"2022","Food insecure","Ontario",,"Both sexes","18 to 64 years",,,35,26
"2022","Food insecure, marginal","Ontario",,"Both sexes","18 to 64 years",,,35,6
"2022","Food insecure, moderate or severe","Ontario",,"Both sexes","18 to 64 years",,,35,19.9
"2022","Food insecure, moderate","Ontario",,"Both sexes","18 to 64 years",,,35,12
"2022","Food insecure, severe","Ontario",,"Both sexes","18 to 64 years",,,35,8
"2022","Food secure","Ontario",,"Both sexes","18 to 24 years",,,35,75.9
"2022","Food insecure","Ontario",,"Both sexes","18 to 24 years",,,35,24.1
"2022","Food insecure, marginal","Ontario",,"Both sexes","18 to 24 years",,,35,5.7
"2022","Food insecure, moderate or severe","Ontario",,"Both sexes","18 to 24 years",,,35,18.4
"2022","Food insecure, moderate","Ontario",,"Both sexes","18 to 24 years",,,35,9.9
"2022","Food insecure, severe","Ontario",,"Both sexes","18 to 24 years",,,35,8.5
"2022","Food secure","Ontario",,"Both sexes","25 to 34 years",,,35,69.6
"2022","Food insecure","Ontario",,"Both sexes","25 to 34 years",,,35,30.4
"2022","Food insecure, marginal","Ontario",,"Both sexes","25 to 34 years",,,35,6.3
"2022","Food insecure, moderate or severe","Ontario",,"Both sexes","25 to 34 years",,,35,24.1
"2022","Food insecure, moderate","Ontario",,"Both sexes","25 to 34 years",,,35,15.7
"2022","Food insecure, severe","Ontario",,"Both sexes","25 to 34 years",,,35,8.4
"2022","Food secure","Ontario",,"Both sexes","35 to 44 years",,,35,71.9
"2022","Food insecure","Ontario",,"Both sexes","35 to 44 years",,,35,28.1
"2022","Food insecure, marginal","Ontario",,"Both sexes","35 to 44 years",,,35,6.1
"2022","Food insecure, moderate or severe","Ontario",,"Both sexes","35 to 44 years",,,35,22.1
"2022","Food insecure, moderate","Ontario",,"Both sexes","35 to 44 years",,,35,13.7
"2022","Food insecure, severe","Ontario",,"Both sexes","35 to 44 years",,,35,8.4
"2022","Food secure","Ontario",,"Both sexes","45 to 54 years",,,35,76.6
"2022","Food insecure","Ontario",,"Both sexes","45 to 54 years",,,35,23.4
"2022","Food insecure, marginal","Ontario",,"Both sexes","45 to 54 years",,,35,5.9
"2022","Food insecure, moderate or severe","Ontario",,"Both sexes","45 to 54 years",,,35,17.5
"2022","Food insecure, moderate","Ontario",,"Both sexes","45 to 54 years",,,35,10
"2022","Food insecure, severe","Ontario",,"Both sexes","45 to 54 years",,,35,7.6
"2022","Food secure","Ontario",,"Both sexes","55 to 64 years",,,35,77.5
"2022","Food insecure","Ontario",,"Both sexes","55 to 64 years",,,35,22.5
"2022","Food insecure, marginal","Ontario",,"Both sexes","55 to 64 years",,,35,6.1
"2022","Food insecure, moderate or severe","Ontario",,"Both sexes","55 to 64 years",,,35,16.4
"2022","Food insecure, moderate","Ontario",,"Both sexes","55 to 64 years",,,35,9.2
"2022","Food insecure, severe","Ontario",,"Both sexes","55 to 64 years",,,35,7.2
"2022","Food secure","Ontario",,"Both sexes","65 years and over",,,35,86.9
"2022","Food insecure","Ontario",,"Both sexes","65 years and over",,,35,13.1
"2022","Food insecure, marginal","Ontario",,"Both sexes","65 years and over",,,35,4.1
"2022","Food insecure, moderate or severe","Ontario",,"Both sexes","65 years and over",,,35,9
"2022","Food insecure, moderate","Ontario",,"Both sexes","65 years and over",,,35,6.2
"2022","Food insecure, severe","Ontario",,"Both sexes","65 years and over",,,35,2.8
"2022","Food secure","Ontario","All persons","Male",,,,35,75.7
"2022","Food insecure","Ontario","All persons","Male",,,,35,24.3
"2022","Food insecure, marginal","Ontario","All persons","Male",,,,35,5.7
"2022","Food insecure, moderate or severe","Ontario","All persons","Male",,,,35,18.6
"2022","Food insecure, moderate","Ontario","All persons","Male",,,,35,11.7
"2022","Food insecure, severe","Ontario","All persons","Male",,,,35,6.8
"2022","Food secure","Ontario",,"Male","Under 18 years",,,35,69
"2022","Food insecure","Ontario",,"Male","Under 18 years",,,35,31
"2022","Food insecure, marginal","Ontario",,"Male","Under 18 years",,,35,6.8
"2022","Food insecure, moderate or severe","Ontario",,"Male","Under 18 years",,,35,24.2
"2022","Food insecure, moderate","Ontario",,"Male","Under 18 years",,,35,16.8
"2022","Food insecure, severe","Ontario",,"Male","Under 18 years",,,35,7.4
"2022","Food secure","Ontario",,"Male","18 to 64 years",,,35,74.9
"2022","Food insecure","Ontario",,"Male","18 to 64 years",,,35,25.1
"2022","Food insecure, marginal","Ontario",,"Male","18 to 64 years",,,35,5.8
"2022","Food insecure, moderate or severe","Ontario",,"Male","18 to 64 years",,,35,19.4
"2022","Food insecure, moderate","Ontario",,"Male","18 to 64 years",,,35,11.6
"2022","Food insecure, severe","Ontario",,"Male","18 to 64 years",,,35,7.7
"2022","Food secure","Ontario",,"Male","65 years and over",,,35,87
"2022","Food insecure","Ontario",,"Male","65 years and over",,,35,13
"2022","Food insecure, marginal","Ontario",,"Male","65 years and over",,,35,4.2
"2022","Food insecure, moderate or severe","Ontario",,"Male","65 years and over",,,35,8.9
"2022","Food insecure, moderate","Ontario",,"Male","65 years and over",,,35,6
"2022","Food insecure, severe","Ontario",,"Male","65 years and over",,,35,2.9
"2022","Food secure","Ontario","All persons","Female",,,,35,75.3
"2022","Food insecure","Ontario","All persons","Female",,,,35,24.7
"2022","Food insecure, marginal","Ontario","All persons","Female",,,,35,6
"2022","Food insecure, moderate or severe","Ontario","All persons","Female",,,,35,18.7
"2022","Food insecure, moderate","Ontario","All persons","Female",,,,35,11.9
"2022","Food insecure, severe","Ontario","All persons","Female",,,,35,6.9
"2022","Food secure","Ontario",,"Female","Under 18 years",,,35,69.7
"2022","Food insecure","Ontario",,"Female","Under 18 years",,,35,30.3
"2022","Food insecure, marginal","Ontario",,"Female","Under 18 years",,,35,7
"2022","Food insecure, moderate or severe","Ontario",,"Female","Under 18 years",,,35,23.3
"2022","Food insecure, moderate","Ontario",,"Female","Under 18 years",,,35,16.5
"2022","Food insecure, severe","Ontario",,"Female","Under 18 years",,,35,6.8
"2022","Food secure","Ontario",,"Female","18 to 64 years",,,35,73.2
"2022","Food insecure","Ontario",,"Female","18 to 64 years",,,35,26.8
"2022","Food insecure, marginal","Ontario",,"Female","18 to 64 years",,,35,6.3
"2022","Food insecure, moderate or severe","Ontario",,"Female","18 to 64 years",,,35,20.5
"2022","Food insecure, moderate","Ontario",,"Female","18 to 64 years",,,35,12.3
"2022","Food insecure, severe","Ontario",,"Female","18 to 64 years",,,35,8.2
"2022","Food secure","Ontario",,"Female","65 years and over",,,35,86.9
"2022","Food insecure","Ontario",,"Female","65 years and over",,,35,13.1
"2022","Food insecure, marginal","Ontario",,"Female","65 years and over",,,35,4.1
"2022","Food insecure, moderate or severe","Ontario",,"Female","65 years and over",,,35,9
"2022","Food insecure, moderate","Ontario",,"Female","65 years and over",,,35,6.3
"2022","Food insecure, severe","Ontario",,"Female","65 years and over",,,35,2.7
"2022","Food secure","Ontario",,,,"Visible minority population",,35,72.3
"2022","Food insecure","Ontario",,,,"Visible minority population",,35,27.7
"2022","Food insecure, marginal","Ontario",,,,"Visible minority population",,35,5.6
"2022","Food insecure, moderate or severe","Ontario",,,,"Visible minority population",,35,22.1
"2022","Food insecure, moderate","Ontario",,,,"Visible minority population",,35,14.6
"2022","Food insecure, severe","Ontario",,,,"Visible minority population",,35,7.5
"2022","Food secure","Ontario",,,,"South Asian",,35,77.8
"2022","Food insecure","Ontario",,,,"South Asian",,35,22.2
"2022","Food insecure, marginal","Ontario",,,,"South Asian",,35,5.5
"2022","Food insecure, moderate or severe","Ontario",,,,"South Asian",,35,16.7
"2022","Food insecure, moderate","Ontario",,,,"South Asian",,35,9.7
"2022","Food insecure, severe","Ontario",,,,"South Asian",,35,7.1
"2022","Food secure","Ontario",,,,"Chinese",,35,83
"2022","Food insecure","Ontario",,,,"Chinese",,35,17
"2022","Food insecure, marginal","Ontario",,,,"Chinese",,35,4.8
"2022","Food insecure, moderate or severe","Ontario",,,,"Chinese",,35,12.2
"2022","Food insecure, moderate","Ontario",,,,"Chinese",,35,8.4
"2022","Food insecure, severe","Ontario",,,,"Chinese",,35,3.9
"2022","Food secure","Ontario",,,,"Black",,35,55.3
"2022","Food insecure","Ontario",,,,"Black",,35,44.7
"2022","Food insecure, marginal","Ontario",,,,"Black",,35,8.1
"2022","Food insecure, moderate or severe","Ontario",,,,"Black",,35,36.7
"2022","Food insecure, moderate","Ontario",,,,"Black",,35,21.7
"2022","Food insecure, severe","Ontario",,,,"Black",,35,15
"2022","Food secure","Ontario",,,,"Filipino",,35,77.7
"2022","Food insecure","Ontario",,,,"Filipino",,35,22.3
"2022","Food insecure, marginal","Ontario",,,,"Filipino",,35,4.9
"2022","Food insecure, moderate or severe","Ontario",,,,"Filipino",,35,17.5
"2022","Food insecure, moderate","Ontario",,,,"Filipino",,35,13.9
"2022","Food secure","Ontario",,,,"Arab",,35,69.8
"2022","Food insecure","Ontario",,,,"Arab",,35,30.2
"2022","Food insecure, moderate or severe","Ontario",,,,"Arab",,35,23.3
"2022","Food insecure, moderate","Ontario",,,,"Arab",,35,19.3
"2022","Food secure","Ontario",,,,"Latin American",,35,60.9
"2022","Food insecure","Ontario",,,,"Latin American",,35,39.1
"2022","Food insecure, marginal","Ontario",,,,"Latin American",,35,4
"2022","Food insecure, moderate or severe","Ontario",,,,"Latin American",,35,35.1
"2022","Food insecure, moderate","Ontario",,,,"Latin American",,35,19.9
"2022","Food secure","Ontario",,,,"Southeast Asian",,35,75.4
"2022","Food insecure","Ontario",,,,"Southeast Asian",,35,24.6
"2022","Food insecure, moderate or severe","Ontario",,,,"Southeast Asian",,35,16.4
"2022","Food secure","Ontario",,,,"Other visible minority",,35,63.8
"2022","Food insecure","Ontario",,,,"Other visible minority",,35,36.2
"2022","Food insecure, moderate or severe","Ontario",,,,"Other visible minority",,35,32.4
"2022","Food insecure, moderate","Ontario",,,,"Other visible minority",,35,24.1
"2022","Food insecure, severe","Ontario",,,,"Other visible minority",,35,8.4
"2022","Food secure","Ontario",,,,"Not a visible minority",,35,77.4
"2022","Food insecure","Ontario",,,,"Not a visible minority",,35,22.6
"2022","Food insecure, marginal","Ontario",,,,"Not a visible minority",,35,6
"2022","Food insecure, moderate or severe","Ontario",,,,"Not a visible minority",,35,16.6
"2022","Food insecure, moderate","Ontario",,,,"Not a visible minority",,35,10.2
"2022","Food insecure, severe","Ontario",,,,"Not a visible minority",,35,6.5
"2022","Food secure","Ontario",,,,,"Indigenous population",35,63.4
"2022","Food insecure","Ontario",,,,,"Indigenous population",35,36.6
"2022","Food insecure, marginal","Ontario",,,,,"Indigenous population",35,6.6
"2022","Food insecure, moderate or severe","Ontario",,,,,"Indigenous population",35,30
"2022","Food insecure, moderate","Ontario",,,,,"Indigenous population",35,13.1
"2022","Food insecure, severe","Ontario",,,,,"Indigenous population",35,17
"2022","Food secure","Ontario",,,,,"Non-Indigenous population",35,75.7
"2022","Food insecure","Ontario",,,,,"Non-Indigenous population",35,24.3
"2022","Food insecure, marginal","Ontario",,,,,"Non-Indigenous population",35,5.8
"2022","Food insecure, moderate or severe","Ontario",,,,,"Non-Indigenous population",35,18.4
"2022","Food insecure, moderate","Ontario",,,,,"Non-Indigenous population",35,11.8
"2022","Food insecure, severe","Ontario",,,,,"Non-Indigenous population",35,6.7
"2022","Food secure","Ontario",,,,,"Not a visible minority nor Indigenous",35,77.8
"2022","Food insecure","Ontario",,,,,"Not a visible minority nor Indigenous",35,22.2
"2022","Food insecure, marginal","Ontario",,,,,"Not a visible minority nor Indigenous",35,6
"2022","Food insecure, moderate or severe","Ontario",,,,,"Not a visible minority nor Indigenous",35,16.2
"2022","Food insecure, moderate","Ontario",,,,,"Not a visible minority nor Indigenous",35,10.1
"2022","Food insecure, severe","Ontario",,,,,"Not a visible minority nor Indigenous",35,6.1
"2022","Food secure","Prairie provinces",,"Both sexes","Under 18 years",,,,68.4
"2022","Food insecure","Prairie provinces",,"Both sexes","Under 18 years",,,,31.6
"2022","Food insecure, marginal","Prairie provinces",,"Both sexes","Under 18 years",,,,9.2
"2022","Food insecure, moderate or severe","Prairie provinces",,"Both sexes","Under 18 years",,,,22.4
"2022","Food insecure, moderate","Prairie provinces",,"Both sexes","Under 18 years",,,,14.7
"2022","Food insecure, severe","Prairie provinces",,"Both sexes","Under 18 years",,,,7.7
"2022","Food secure","Prairie provinces",,"Both sexes","18 to 64 years",,,,70.6
"2022","Food insecure","Prairie provinces",,"Both sexes","18 to 64 years",,,,29.4
"2022","Food insecure, marginal","Prairie provinces",,"Both sexes","18 to 64 years",,,,7.4
"2022","Food insecure, moderate or severe","Prairie provinces",,"Both sexes","18 to 64 years",,,,22
"2022","Food insecure, moderate","Prairie provinces",,"Both sexes","18 to 64 years",,,,12.9
"2022","Food insecure, severe","Prairie provinces",,"Both sexes","18 to 64 years",,,,9.1
"2022","Food secure","Prairie provinces",,"Both sexes","18 to 24 years",,,,70.3
"2022","Food insecure","Prairie provinces",,"Both sexes","18 to 24 years",,,,29.7
"2022","Food insecure, marginal","Prairie provinces",,"Both sexes","18 to 24 years",,,,9.4
"2022","Food insecure, moderate or severe","Prairie provinces",,"Both sexes","18 to 24 years",,,,20.4
"2022","Food insecure, moderate","Prairie provinces",,"Both sexes","18 to 24 years",,,,11.2
"2022","Food insecure, severe","Prairie provinces",,"Both sexes","18 to 24 years",,,,9.2
"2022","Food secure","Prairie provinces",,"Both sexes","25 to 34 years",,,,68.7
"2022","Food insecure","Prairie provinces",,"Both sexes","25 to 34 years",,,,31.3
"2022","Food insecure, marginal","Prairie provinces",,"Both sexes","25 to 34 years",,,,8
"2022","Food insecure, moderate or severe","Prairie provinces",,"Both sexes","25 to 34 years",,,,23.3
"2022","Food insecure, moderate","Prairie provinces",,"Both sexes","25 to 34 years",,,,14.5
"2022","Food insecure, severe","Prairie provinces",,"Both sexes","25 to 34 years",,,,8.8
"2022","Food secure","Prairie provinces",,"Both sexes","35 to 44 years",,,,68
"2022","Food insecure","Prairie provinces",,"Both sexes","35 to 44 years",,,,32
"2022","Food insecure, marginal","Prairie provinces",,"Both sexes","35 to 44 years",,,,7.8
"2022","Food insecure, moderate or severe","Prairie provinces",,"Both sexes","35 to 44 years",,,,24.1
"2022","Food insecure, moderate","Prairie provinces",,"Both sexes","35 to 44 years",,,,15.2
"2022","Food insecure, severe","Prairie provinces",,"Both sexes","35 to 44 years",,,,9
"2022","Food secure","Prairie provinces",,"Both sexes","45 to 54 years",,,,71.5
"2022","Food insecure","Prairie provinces",,"Both sexes","45 to 54 years",,,,28.5
"2022","Food insecure, marginal","Prairie provinces",,"Both sexes","45 to 54 years",,,,7.7
"2022","Food insecure, moderate or severe","Prairie provinces",,"Both sexes","45 to 54 years",,,,20.9
"2022","Food insecure, moderate","Prairie provinces",,"Both sexes","45 to 54 years",,,,9.8
