"Year","Geography","Educational attainment level","Age group","Sex","GeoCode","Value"
2021,"Newfoundland and Labrador","Pre-primary and primary","45 to 54 years","Both sexes",10,3
2021,"Newfoundland and Labrador","Pre-primary and primary","45 to 54 years","Male",10,5
2021,"Newfoundland and Labrador","Pre-primary and primary","45 to 54 years","Female",10,2
2021,"Newfoundland and Labrador","Pre-primary and primary","55 to 64 years","Both sexes",10,8
2021,"Newfoundland and Labrador","Pre-primary and primary","55 to 64 years","Male",10,9
2021,"Newfoundland and Labrador","Pre-primary and primary","55 to 64 years","Female",10,7
2021,"Newfoundland and Labrador","Lower secondary","Total, 25 to 64 years","Both sexes",10,7
2021,"Newfoundland and Labrador","Lower secondary","Total, 25 to 64 years","Male",10,8
2021,"Newfoundland and Labrador","Lower secondary","Total, 25 to 64 years","Female",10,6
2021,"Newfoundland and Labrador","Lower secondary","25 to 34 years","Both sexes",10,4
2021,"Newfoundland and Labrador","Lower secondary","25 to 34 years","Male",10,5
2021,"Newfoundland and Labrador","Lower secondary","25 to 34 years","Female",10,4
2021,"Newfoundland and Labrador","Lower secondary","30 to 34 years","Both sexes",10,4
2021,"Newfoundland and Labrador","Lower secondary","30 to 34 years","Male",10,4
2021,"Newfoundland and Labrador","Lower secondary","30 to 34 years","Female",10,5
2021,"Newfoundland and Labrador","Lower secondary","35 to 44 years","Both sexes",10,4
2021,"Newfoundland and Labrador","Lower secondary","35 to 44 years","Male",10,5
2021,"Newfoundland and Labrador","Lower secondary","35 to 44 years","Female",10,3
2021,"Newfoundland and Labrador","Lower secondary","45 to 54 years","Both sexes",10,7
2021,"Newfoundland and Labrador","Lower secondary","45 to 54 years","Male",10,8
2021,"Newfoundland and Labrador","Lower secondary","45 to 54 years","Female",10,6
2021,"Newfoundland and Labrador","Lower secondary","55 to 64 years","Both sexes",10,10
2021,"Newfoundland and Labrador","Lower secondary","55 to 64 years","Male",10,12
2021,"Newfoundland and Labrador","Lower secondary","55 to 64 years","Female",10,9
2021,"Newfoundland and Labrador","Upper secondary and post-secondary non-tertiary","Total, 25 to 64 years","Both sexes",10,35
2021,"Newfoundland and Labrador","Upper secondary and post-secondary non-tertiary","Total, 25 to 64 years","Male",10,41
2021,"Newfoundland and Labrador","Upper secondary and post-secondary non-tertiary","Total, 25 to 64 years","Female",10,29
2021,"Newfoundland and Labrador","Upper secondary and post-secondary non-tertiary","25 to 34 years","Both sexes",10,35
2021,"Newfoundland and Labrador","Upper secondary and post-secondary non-tertiary","25 to 34 years","Male",10,47
2021,"Newfoundland and Labrador","Upper secondary and post-secondary non-tertiary","25 to 34 years","Female",10,23
2021,"Newfoundland and Labrador","Upper secondary and post-secondary non-tertiary","30 to 34 years","Both sexes",10,34
2021,"Newfoundland and Labrador","Upper secondary and post-secondary non-tertiary","30 to 34 years","Male",10,47
2021,"Newfoundland and Labrador","Upper secondary and post-secondary non-tertiary","30 to 34 years","Female",10,22
2021,"Newfoundland and Labrador","Upper secondary and post-secondary non-tertiary","35 to 44 years","Both sexes",10,31
2021,"Newfoundland and Labrador","Upper secondary and post-secondary non-tertiary","35 to 44 years","Male",10,39
2021,"Newfoundland and Labrador","Upper secondary and post-secondary non-tertiary","35 to 44 years","Female",10,22
2021,"Newfoundland and Labrador","Upper secondary and post-secondary non-tertiary","45 to 54 years","Both sexes",10,35
2021,"Newfoundland and Labrador","Upper secondary and post-secondary non-tertiary","45 to 54 years","Male",10,38
2021,"Newfoundland and Labrador","Upper secondary and post-secondary non-tertiary","45 to 54 years","Female",10,31
2021,"Newfoundland and Labrador","Upper secondary and post-secondary non-tertiary","55 to 64 years","Both sexes",10,39
2021,"Newfoundland and Labrador","Upper secondary and post-secondary non-tertiary","55 to 64 years","Male",10,41
2021,"Newfoundland and Labrador","Upper secondary and post-secondary non-tertiary","55 to 64 years","Female",10,36
2021,"Newfoundland and Labrador","Tertiary education","Total, 25 to 64 years","Both sexes",10,54
2021,"Newfoundland and Labrador","Tertiary education","Total, 25 to 64 years","Male",10,47
2021,"Newfoundland and Labrador","Tertiary education","Total, 25 to 64 years","Female",10,62
2021,"Newfoundland and Labrador","Tertiary education","25 to 34 years","Both sexes",10,60
2021,"Newfoundland and Labrador","Tertiary education","25 to 34 years","Male",10,48
2021,"Newfoundland and Labrador","Tertiary education","25 to 34 years","Female",10,72
2021,"Newfoundland and Labrador","Tertiary education","30 to 34 years","Both sexes",10,61
2021,"Newfoundland and Labrador","Tertiary education","30 to 34 years","Male",10,48
2021,"Newfoundland and Labrador","Tertiary education","30 to 34 years","Female",10,74
2021,"Newfoundland and Labrador","Tertiary education","35 to 44 years","Both sexes",10,64
2021,"Newfoundland and Labrador","Tertiary education","35 to 44 years","Male",10,53
2021,"Newfoundland and Labrador","Tertiary education","35 to 44 years","Female",10,73
2021,"Newfoundland and Labrador","Tertiary education","45 to 54 years","Both sexes",10,55
2021,"Newfoundland and Labrador","Tertiary education","45 to 54 years","Male",10,49
2021,"Newfoundland and Labrador","Tertiary education","45 to 54 years","Female",10,61
2021,"Newfoundland and Labrador","Tertiary education","55 to 64 years","Both sexes",10,43
2021,"Newfoundland and Labrador","Tertiary education","55 to 64 years","Male",10,38
2021,"Newfoundland and Labrador","Tertiary education","55 to 64 years","Female",10,48
2021,"Prince Edward Island","Pre-primary and primary","Total, 25 to 64 years","Both sexes",11,2
2021,"Prince Edward Island","Pre-primary and primary","Total, 25 to 64 years","Male",11,3
2021,"Prince Edward Island","Pre-primary and primary","Total, 25 to 64 years","Female",11,1
2021,"Prince Edward Island","Pre-primary and primary","25 to 34 years","Both sexes",11,
2021,"Prince Edward Island","Pre-primary and primary","25 to 34 years","Male",11,
2021,"Prince Edward Island","Pre-primary and primary","25 to 34 years","Female",11,
2021,"Prince Edward Island","Pre-primary and primary","30 to 34 years","Both sexes",11,
2021,"Prince Edward Island","Pre-primary and primary","30 to 34 years","Male",11,
2021,"Prince Edward Island","Pre-primary and primary","30 to 34 years","Female",11,
2021,"Prince Edward Island","Pre-primary and primary","35 to 44 years","Both sexes",11,
2021,"Prince Edward Island","Pre-primary and primary","35 to 44 years","Male",11,
2021,"Prince Edward Island","Pre-primary and primary","35 to 44 years","Female",11,
2021,"Prince Edward Island","Pre-primary and primary","45 to 54 years","Both sexes",11,2
2021,"Prince Edward Island","Pre-primary and primary","45 to 54 years","Male",11,3
2021,"Prince Edward Island","Pre-primary and primary","45 to 54 years","Female",11,
2021,"Prince Edward Island","Pre-primary and primary","55 to 64 years","Both sexes",11,4
2021,"Prince Edward Island","Pre-primary and primary","55 to 64 years","Male",11,6
2021,"Prince Edward Island","Pre-primary and primary","55 to 64 years","Female",11,2
2021,"Prince Edward Island","Lower secondary","Total, 25 to 64 years","Both sexes",11,6
2021,"Prince Edward Island","Lower secondary","Total, 25 to 64 years","Male",11,7
2021,"Prince Edward Island","Lower secondary","Total, 25 to 64 years","Female",11,4
2021,"Prince Edward Island","Lower secondary","25 to 34 years","Both sexes",11,3
2021,"Prince Edward Island","Lower secondary","25 to 34 years","Male",11,4
2021,"Prince Edward Island","Lower secondary","25 to 34 years","Female",11,
2021,"Prince Edward Island","Lower secondary","30 to 34 years","Both sexes",11,3
2021,"Prince Edward Island","Lower secondary","30 to 34 years","Male",11,
2021,"Prince Edward Island","Lower secondary","30 to 34 years","Female",11,
2021,"Prince Edward Island","Lower secondary","35 to 44 years","Both sexes",11,4
2021,"Prince Edward Island","Lower secondary","35 to 44 years","Male",11,4
2021,"Prince Edward Island","Lower secondary","35 to 44 years","Female",11,3
2021,"Prince Edward Island","Lower secondary","45 to 54 years","Both sexes",11,6
2021,"Prince Edward Island","Lower secondary","45 to 54 years","Male",11,8
2021,"Prince Edward Island","Lower secondary","45 to 54 years","Female",11,5
2021,"Prince Edward Island","Lower secondary","55 to 64 years","Both sexes",11,9
2021,"Prince Edward Island","Lower secondary","55 to 64 years","Male",11,12
2021,"Prince Edward Island","Lower secondary","55 to 64 years","Female",11,6
2021,"Prince Edward Island","Upper secondary and post-secondary non-tertiary","Total, 25 to 64 years","Both sexes",11,32
2021,"Prince Edward Island","Upper secondary and post-secondary non-tertiary","Total, 25 to 64 years","Male",11,38
2021,"Prince Edward Island","Upper secondary and post-secondary non-tertiary","Total, 25 to 64 years","Female",11,26
2021,"Prince Edward Island","Upper secondary and post-secondary non-tertiary","25 to 34 years","Both sexes",11,30
2021,"Prince Edward Island","Upper secondary and post-secondary non-tertiary","25 to 34 years","Male",11,40
2021,"Prince Edward Island","Upper secondary and post-secondary non-tertiary","25 to 34 years","Female",11,20
2021,"Prince Edward Island","Upper secondary and post-secondary non-tertiary","30 to 34 years","Both sexes",11,26
2021,"Prince Edward Island","Upper secondary and post-secondary non-tertiary","30 to 34 years","Male",11,39
2021,"Prince Edward Island","Upper secondary and post-secondary non-tertiary","30 to 34 years","Female",11,14
2021,"Prince Edward Island","Upper secondary and post-secondary non-tertiary","35 to 44 years","Both sexes",11,30
2021,"Prince Edward Island","Upper secondary and post-secondary non-tertiary","35 to 44 years","Male",11,36
2021,"Prince Edward Island","Upper secondary and post-secondary non-tertiary","35 to 44 years","Female",11,24
2021,"Prince Edward Island","Upper secondary and post-secondary non-tertiary","45 to 54 years","Both sexes",11,30
2021,"Prince Edward Island","Upper secondary and post-secondary non-tertiary","45 to 54 years","Male",11,37
2021,"Prince Edward Island","Upper secondary and post-secondary non-tertiary","45 to 54 years","Female",11,23
2021,"Prince Edward Island","Upper secondary and post-secondary non-tertiary","55 to 64 years","Both sexes",11,37
2021,"Prince Edward Island","Upper secondary and post-secondary non-tertiary","55 to 64 years","Male",11,39
2021,"Prince Edward Island","Upper secondary and post-secondary non-tertiary","55 to 64 years","Female",11,34
2021,"Prince Edward Island","Tertiary education","Total, 25 to 64 years","Both sexes",11,61
2021,"Prince Edward Island","Tertiary education","Total, 25 to 64 years","Male",11,52
2021,"Prince Edward Island","Tertiary education","Total, 25 to 64 years","Female",11,69
2021,"Prince Edward Island","Tertiary education","25 to 34 years","Both sexes",11,67
2021,"Prince Edward Island","Tertiary education","25 to 34 years","Male",11,56
2021,"Prince Edward Island","Tertiary education","25 to 34 years","Female",11,78
2021,"Prince Edward Island","Tertiary education","30 to 34 years","Both sexes",11,71
2021,"Prince Edward Island","Tertiary education","30 to 34 years","Male",11,57
2021,"Prince Edward Island","Tertiary education","30 to 34 years","Female",11,84
2021,"Prince Edward Island","Tertiary education","35 to 44 years","Both sexes",11,66
2021,"Prince Edward Island","Tertiary education","35 to 44 years","Male",11,60
2021,"Prince Edward Island","Tertiary education","35 to 44 years","Female",11,71
2021,"Prince Edward Island","Tertiary education","45 to 54 years","Both sexes",11,62
2021,"Prince Edward Island","Tertiary education","45 to 54 years","Male",11,51
2021,"Prince Edward Island","Tertiary education","45 to 54 years","Female",11,72
2021,"Prince Edward Island","Tertiary education","55 to 64 years","Both sexes",11,50
2021,"Prince Edward Island","Tertiary education","55 to 64 years","Male",11,43
2021,"Prince Edward Island","Tertiary education","55 to 64 years","Female",11,57
2021,"Nova Scotia","Pre-primary and primary","Total, 25 to 64 years","Both sexes",12,2
2021,"Nova Scotia","Pre-primary and primary","Total, 25 to 64 years","Male",12,2
2021,"Nova Scotia","Pre-primary and primary","Total, 25 to 64 years","Female",12,1
2021,"Nova Scotia","Pre-primary and primary","25 to 34 years","Both sexes",12,0
2021,"Nova Scotia","Pre-primary and primary","25 to 34 years","Male",12,
2021,"Nova Scotia","Pre-primary and primary","25 to 34 years","Female",12,
2021,"Nova Scotia","Pre-primary and primary","30 to 34 years","Both sexes",12,
2021,"Nova Scotia","Pre-primary and primary","30 to 34 years","Male",12,
2021,"Nova Scotia","Pre-primary and primary","30 to 34 years","Female",12,
2021,"Nova Scotia","Pre-primary and primary","35 to 44 years","Both sexes",12,1
2021,"Nova Scotia","Pre-primary and primary","35 to 44 years","Male",12,1
2021,"Nova Scotia","Pre-primary and primary","35 to 44 years","Female",12,
2021,"Nova Scotia","Pre-primary and primary","45 to 54 years","Both sexes",12,2
2021,"Nova Scotia","Pre-primary and primary","45 to 54 years","Male",12,3
2021,"Nova Scotia","Pre-primary and primary","45 to 54 years","Female",12,1
2021,"Nova Scotia","Pre-primary and primary","55 to 64 years","Both sexes",12,3
2021,"Nova Scotia","Pre-primary and primary","55 to 64 years","Male",12,5
2021,"Nova Scotia","Pre-primary and primary","55 to 64 years","Female",12,1
2021,"Nova Scotia","Lower secondary","Total, 25 to 64 years","Both sexes",12,6
2021,"Nova Scotia","Lower secondary","Total, 25 to 64 years","Male",12,8
2021,"Nova Scotia","Lower secondary","Total, 25 to 64 years","Female",12,5
2021,"Nova Scotia","Lower secondary","25 to 34 years","Both sexes",12,4
2021,"Nova Scotia","Lower secondary","25 to 34 years","Male",12,5
2021,"Nova Scotia","Lower secondary","25 to 34 years","Female",12,3
2021,"Nova Scotia","Lower secondary","30 to 34 years","Both sexes",12,4
2021,"Nova Scotia","Lower secondary","30 to 34 years","Male",12,6
2021,"Nova Scotia","Lower secondary","30 to 34 years","Female",12,3
2021,"Nova Scotia","Lower secondary","35 to 44 years","Both sexes",12,4
2021,"Nova Scotia","Lower secondary","35 to 44 years","Male",12,5
2021,"Nova Scotia","Lower secondary","35 to 44 years","Female",12,2
2021,"Nova Scotia","Lower secondary","45 to 54 years","Both sexes",12,5
