"Year","Age at time of death","Sex","Causes of death","Value"
"2021","90 years and over","Males","Pneumoconioses and chemical effects",16.2
"2021","90 years and over","Males","Pneumonitis due to solids and liquids",350.5
"2021","90 years and over","Females","Malignant neoplasms",1881
"2021","90 years and over","Females","Diabetes mellitus",313.9
"2021","90 years and over","Females","Diseases of heart",4140.1
"2021","90 years and over","Females","Essential hypertension and hypertensive renal disease",277.9
"2021","90 years and over","Females","Cerebrovascular diseases",1117.1
"2021","90 years and over","Females","Atherosclerosis",48.4
"2021","90 years and over","Females","Aortic aneurysm and dissection",59.5
"2021","90 years and over","Females","Chronic lower respiratory diseases",445.7
"2021","90 years and over","Females","Pneumoconioses and chemical effects",0
"2021","90 years and over","Females","Pneumonitis due to solids and liquids",150.7
"2022","All ages","Both sexes","Malignant neoplasms",215
"2022","All ages","Both sexes","Diabetes mellitus",20
"2022","All ages","Both sexes","Diseases of heart",151.7
"2022","All ages","Both sexes","Essential hypertension and hypertensive renal disease",5.4
"2022","All ages","Both sexes","Cerebrovascular diseases",36.4
"2022","All ages","Both sexes","Atherosclerosis",1.2
"2022","All ages","Both sexes","Aortic aneurysm and dissection",4
"2022","All ages","Both sexes","Chronic lower respiratory diseases",32.4
"2022","All ages","Both sexes","Pneumoconioses and chemical effects",0.3
"2022","All ages","Both sexes","Pneumonitis due to solids and liquids",5.5
"2022","All ages","Males","Malignant neoplasms",227.4
"2022","All ages","Males","Diabetes mellitus",22.6
"2022","All ages","Males","Diseases of heart",169.1
"2022","All ages","Males","Essential hypertension and hypertensive renal disease",4.1
"2022","All ages","Males","Cerebrovascular diseases",32.7
"2022","All ages","Males","Atherosclerosis",1.1
"2022","All ages","Males","Aortic aneurysm and dissection",5
"2022","All ages","Males","Chronic lower respiratory diseases",32.6
"2022","All ages","Males","Pneumoconioses and chemical effects",0.5
"2022","All ages","Males","Pneumonitis due to solids and liquids",6.6
"2022","All ages","Females","Malignant neoplasms",202.6
"2022","All ages","Females","Diabetes mellitus",17.3
"2022","All ages","Females","Diseases of heart",134.4
"2022","All ages","Females","Essential hypertension and hypertensive renal disease",6.7
"2022","All ages","Females","Cerebrovascular diseases",40
"2022","All ages","Females","Atherosclerosis",1.3
"2022","All ages","Females","Aortic aneurysm and dissection",3
"2022","All ages","Females","Chronic lower respiratory diseases",32.3
"2022","All ages","Females","Pneumoconioses and chemical effects",0
"2022","All ages","Females","Pneumonitis due to solids and liquids",4.5
"2022","1 to 14 years","Both sexes","Malignant neoplasms",2.2
"2022","1 to 14 years","Both sexes","Diabetes mellitus",0.1
"2022","1 to 14 years","Both sexes","Diseases of heart",0.4
"2022","1 to 14 years","Both sexes","Essential hypertension and hypertensive renal disease",0
"2022","1 to 14 years","Both sexes","Cerebrovascular diseases",0.1
"2022","1 to 14 years","Both sexes","Atherosclerosis",0
"2022","1 to 14 years","Both sexes","Aortic aneurysm and dissection",0
"2022","1 to 14 years","Both sexes","Chronic lower respiratory diseases",0.1
"2022","1 to 14 years","Both sexes","Pneumoconioses and chemical effects",0
"2022","1 to 14 years","Both sexes","Pneumonitis due to solids and liquids",0.1
"2022","1 to 14 years","Males","Malignant neoplasms",2.2
"2022","1 to 14 years","Males","Diabetes mellitus",0.3
"2022","1 to 14 years","Males","Diseases of heart",0.3
"2022","1 to 14 years","Males","Essential hypertension and hypertensive renal disease",0
"2022","1 to 14 years","Males","Cerebrovascular diseases",0.2
"2022","1 to 14 years","Males","Atherosclerosis",0
"2022","1 to 14 years","Males","Aortic aneurysm and dissection",0
"2022","1 to 14 years","Males","Chronic lower respiratory diseases",0.2
"2022","1 to 14 years","Males","Pneumoconioses and chemical effects",0
"2022","1 to 14 years","Males","Pneumonitis due to solids and liquids",0.1
"2022","1 to 14 years","Females","Malignant neoplasms",2.1
"2022","1 to 14 years","Females","Diabetes mellitus",0
"2022","1 to 14 years","Females","Diseases of heart",0.4
"2022","1 to 14 years","Females","Essential hypertension and hypertensive renal disease",0
"2022","1 to 14 years","Females","Cerebrovascular diseases",0.1
"2022","1 to 14 years","Females","Atherosclerosis",0
"2022","1 to 14 years","Females","Aortic aneurysm and dissection",0
"2022","1 to 14 years","Females","Chronic lower respiratory diseases",0
"2022","1 to 14 years","Females","Pneumoconioses and chemical effects",0
"2022","1 to 14 years","Females","Pneumonitis due to solids and liquids",0
"2022","1 to 4 years","Both sexes","Malignant neoplasms",2
"2022","1 to 4 years","Both sexes","Diabetes mellitus",0
"2022","1 to 4 years","Both sexes","Diseases of heart",0.4
"2022","1 to 4 years","Both sexes","Essential hypertension and hypertensive renal disease",0
"2022","1 to 4 years","Both sexes","Cerebrovascular diseases",0.2
"2022","1 to 4 years","Both sexes","Atherosclerosis",0
"2022","1 to 4 years","Both sexes","Aortic aneurysm and dissection",0
"2022","1 to 4 years","Both sexes","Chronic lower respiratory diseases",0.2
"2022","1 to 4 years","Both sexes","Pneumoconioses and chemical effects",0
"2022","1 to 4 years","Both sexes","Pneumonitis due to solids and liquids",0.1
"2022","1 to 4 years","Males","Malignant neoplasms",1.9
"2022","1 to 4 years","Males","Diabetes mellitus",0
"2022","1 to 4 years","Males","Diseases of heart",0.3
"2022","1 to 4 years","Males","Essential hypertension and hypertensive renal disease",0
"2022","1 to 4 years","Males","Cerebrovascular diseases",0.3
"2022","1 to 4 years","Males","Atherosclerosis",0
"2022","1 to 4 years","Males","Aortic aneurysm and dissection",0
"2022","1 to 4 years","Males","Chronic lower respiratory diseases",0.4
"2022","1 to 4 years","Males","Pneumoconioses and chemical effects",0
"2022","1 to 4 years","Males","Pneumonitis due to solids and liquids",0.1
"2022","1 to 4 years","Females","Malignant neoplasms",2.2
"2022","1 to 4 years","Females","Diabetes mellitus",0
"2022","1 to 4 years","Females","Diseases of heart",0.5
"2022","1 to 4 years","Females","Essential hypertension and hypertensive renal disease",0
"2022","1 to 4 years","Females","Cerebrovascular diseases",0.1
"2022","1 to 4 years","Females","Atherosclerosis",0
"2022","1 to 4 years","Females","Aortic aneurysm and dissection",0
"2022","1 to 4 years","Females","Chronic lower respiratory diseases",0
"2022","1 to 4 years","Females","Pneumoconioses and chemical effects",0
"2022","1 to 4 years","Females","Pneumonitis due to solids and liquids",0
"2022","5 to 9 years","Both sexes","Malignant neoplasms",2.2
"2022","5 to 9 years","Both sexes","Diabetes mellitus",0
"2022","5 to 9 years","Both sexes","Diseases of heart",0.2
"2022","5 to 9 years","Both sexes","Essential hypertension and hypertensive renal disease",0
"2022","5 to 9 years","Both sexes","Cerebrovascular diseases",0
"2022","5 to 9 years","Both sexes","Atherosclerosis",0
"2022","5 to 9 years","Both sexes","Aortic aneurysm and dissection",0
"2022","5 to 9 years","Both sexes","Chronic lower respiratory diseases",0
"2022","5 to 9 years","Both sexes","Pneumoconioses and chemical effects",0
"2022","5 to 9 years","Both sexes","Pneumonitis due to solids and liquids",0
"2022","5 to 9 years","Males","Malignant neoplasms",2.3
"2022","5 to 9 years","Males","Diabetes mellitus",0
"2022","5 to 9 years","Males","Diseases of heart",0.1
"2022","5 to 9 years","Males","Essential hypertension and hypertensive renal disease",0
"2022","5 to 9 years","Males","Cerebrovascular diseases",0.1
"2022","5 to 9 years","Males","Atherosclerosis",0
"2022","5 to 9 years","Males","Aortic aneurysm and dissection",0
"2022","5 to 9 years","Males","Chronic lower respiratory diseases",0
"2022","5 to 9 years","Males","Pneumoconioses and chemical effects",0
"2022","5 to 9 years","Males","Pneumonitis due to solids and liquids",0.1
"2022","5 to 9 years","Females","Malignant neoplasms",2.1
"2022","5 to 9 years","Females","Diabetes mellitus",0
"2022","5 to 9 years","Females","Diseases of heart",0.3
"2022","5 to 9 years","Females","Essential hypertension and hypertensive renal disease",0
"2022","5 to 9 years","Females","Cerebrovascular diseases",0
"2022","5 to 9 years","Females","Atherosclerosis",0
"2022","5 to 9 years","Females","Aortic aneurysm and dissection",0
"2022","5 to 9 years","Females","Chronic lower respiratory diseases",0
"2022","5 to 9 years","Females","Pneumoconioses and chemical effects",0
"2022","5 to 9 years","Females","Pneumonitis due to solids and liquids",0
"2022","10 to 14 years","Both sexes","Malignant neoplasms",2.2
"2022","10 to 14 years","Both sexes","Diabetes mellitus",0.1
"2022","10 to 14 years","Both sexes","Diseases of heart",0.5
"2022","10 to 14 years","Both sexes","Essential hypertension and hypertensive renal disease",0
"2022","10 to 14 years","Both sexes","Cerebrovascular diseases",0.2
"2022","10 to 14 years","Both sexes","Atherosclerosis",0
"2022","10 to 14 years","Both sexes","Aortic aneurysm and dissection",0
"2022","10 to 14 years","Both sexes","Chronic lower respiratory diseases",0
"2022","10 to 14 years","Both sexes","Pneumoconioses and chemical effects",0
"2022","10 to 14 years","Both sexes","Pneumonitis due to solids and liquids",0
"2022","10 to 14 years","Males","Malignant neoplasms",2.2
"2022","10 to 14 years","Males","Diabetes mellitus",0.3
"2022","10 to 14 years","Males","Diseases of heart",0.6
"2022","10 to 14 years","Males","Essential hypertension and hypertensive renal disease",0
"2022","10 to 14 years","Males","Cerebrovascular diseases",0.3
"2022","10 to 14 years","Males","Atherosclerosis",0
"2022","10 to 14 years","Males","Aortic aneurysm and dissection",0
"2022","10 to 14 years","Males","Chronic lower respiratory diseases",0.1
"2022","10 to 14 years","Males","Pneumoconioses and chemical effects",0
"2022","10 to 14 years","Males","Pneumonitis due to solids and liquids",0
"2022","10 to 14 years","Females","Malignant neoplasms",2.2
"2022","10 to 14 years","Females","Diabetes mellitus",0
"2022","10 to 14 years","Females","Diseases of heart",0.4
"2022","10 to 14 years","Females","Essential hypertension and hypertensive renal disease",0
"2022","10 to 14 years","Females","Cerebrovascular diseases",0.1
"2022","10 to 14 years","Females","Atherosclerosis",0
"2022","10 to 14 years","Females","Aortic aneurysm and dissection",0
"2022","10 to 14 years","Females","Chronic lower respiratory diseases",0
"2022","10 to 14 years","Females","Pneumoconioses and chemical effects",0
"2022","10 to 14 years","Females","Pneumonitis due to solids and liquids",0
"2022","15 to 24","Both sexes","Malignant neoplasms",2.9
"2022","15 to 24","Both sexes","Diabetes mellitus",0.4
"2022","15 to 24","Both sexes","Diseases of heart",1
"2022","15 to 24","Both sexes","Essential hypertension and hypertensive renal disease",0.1
"2022","15 to 24","Both sexes","Cerebrovascular diseases",0.2
"2022","15 to 24","Both sexes","Atherosclerosis",0
"2022","15 to 24","Both sexes","Aortic aneurysm and dissection",0.2
"2022","15 to 24","Both sexes","Chronic lower respiratory diseases",0
"2022","15 to 24","Both sexes","Pneumoconioses and chemical effects",0
"2022","15 to 24","Both sexes","Pneumonitis due to solids and liquids",0.1
"2022","15 to 24","Males","Malignant neoplasms",3.2
"2022","15 to 24","Males","Diabetes mellitus",0.5
"2022","15 to 24","Males","Diseases of heart",1.3
"2022","15 to 24","Males","Essential hypertension and hypertensive renal disease",0.1
"2022","15 to 24","Males","Cerebrovascular diseases",0.2
"2022","15 to 24","Males","Atherosclerosis",0
"2022","15 to 24","Males","Aortic aneurysm and dissection",0.2
"2022","15 to 24","Males","Chronic lower respiratory diseases",0
"2022","15 to 24","Males","Pneumoconioses and chemical effects",0
"2022","15 to 24","Males","Pneumonitis due to solids and liquids",0.1
"2022","15 to 24","Females","Malignant neoplasms",2.6
"2022","15 to 24","Females","Diabetes mellitus",0.4
"2022","15 to 24","Females","Diseases of heart",0.7
"2022","15 to 24","Females","Essential hypertension and hypertensive renal disease",0.1
"2022","15 to 24","Females","Cerebrovascular diseases",0.3
"2022","15 to 24","Females","Atherosclerosis",0
"2022","15 to 24","Females","Aortic aneurysm and dissection",0.2
"2022","15 to 24","Females","Chronic lower respiratory diseases",0.1
"2022","15 to 24","Females","Pneumoconioses and chemical effects",0
"2022","15 to 24","Females","Pneumonitis due to solids and liquids",0.1
"2022","15 to 19 years","Both sexes","Malignant neoplasms",2.7
"2022","15 to 19 years","Both sexes","Diabetes mellitus",0.4
"2022","15 to 19 years","Both sexes","Diseases of heart",0.7
"2022","15 to 19 years","Both sexes","Essential hypertension and hypertensive renal disease",0
"2022","15 to 19 years","Both sexes","Cerebrovascular diseases",0.2
"2022","15 to 19 years","Both sexes","Atherosclerosis",0
"2022","15 to 19 years","Both sexes","Aortic aneurysm and dissection",0
"2022","15 to 19 years","Both sexes","Chronic lower respiratory diseases",0
"2022","15 to 19 years","Both sexes","Pneumoconioses and chemical effects",0
"2022","15 to 19 years","Both sexes","Pneumonitis due to solids and liquids",0
"2022","15 to 19 years","Males","Malignant neoplasms",3.2
"2022","15 to 19 years","Males","Diabetes mellitus",0.5
"2022","15 to 19 years","Males","Diseases of heart",1
"2022","15 to 19 years","Males","Essential hypertension and hypertensive renal disease",0
"2022","15 to 19 years","Males","Cerebrovascular diseases",0.1
"2022","15 to 19 years","Males","Atherosclerosis",0
"2022","15 to 19 years","Males","Aortic aneurysm and dissection",0
"2022","15 to 19 years","Males","Chronic lower respiratory diseases",0
"2022","15 to 19 years","Males","Pneumoconioses and chemical effects",0
"2022","15 to 19 years","Males","Pneumonitis due to solids and liquids",0.1
"2022","15 to 19 years","Females","Malignant neoplasms",2.1
"2022","15 to 19 years","Females","Diabetes mellitus",0.3
"2022","15 to 19 years","Females","Diseases of heart",0.3
"2022","15 to 19 years","Females","Essential hypertension and hypertensive renal disease",0
"2022","15 to 19 years","Females","Cerebrovascular diseases",0.3
"2022","15 to 19 years","Females","Atherosclerosis",0
"2022","15 to 19 years","Females","Aortic aneurysm and dissection",0
"2022","15 to 19 years","Females","Chronic lower respiratory diseases",0
