Year,Geography,Type of employee,Industry,GeoCode,Value
2021,Ontario,Employees paid by the hour,Dairy product manufacturing,NA,NA
2021,Ontario,Employees paid by the hour,Meat product manufacturing,NA,NA
2021,Ontario,Employees paid by the hour,Bakeries and tortilla manufacturing,NA,NA
2021,Ontario,Employees paid by the hour,Other food manufacturing,NA,NA
2021,Ontario,Employees paid by the hour,Beverage and tobacco product manufacturing,NA,0.19
2021,Ontario,Employees paid by the hour,Cannabis product manufacturing,NA,NA
2021,Ontario,Employees paid by the hour,Textile mills,NA,0.03
2021,Ontario,Employees paid by the hour,"Fibre, yarn and thread mills",NA,NA
2021,Ontario,Employees paid by the hour,Fabric mills,NA,NA
2021,Ontario,Employees paid by the hour,Textile and fabric finishing and fabric coating,NA,0.01
2021,Ontario,Employees paid by the hour,Textile furnishings mills,NA,NA
2021,Ontario,Employees paid by the hour,Other textile product mills,NA,NA
2021,Ontario,Employees paid by the hour,Clothing manufacturing,NA,NA
2021,Ontario,Employees paid by the hour,Leather and allied product manufacturing,NA,0.01
2021,Ontario,Employees paid by the hour,Leather and hide tanning and finishing,NA,NA
2021,Ontario,Employees paid by the hour,Footwear manufacturing,NA,NA
2021,Ontario,Employees paid by the hour,Other leather and allied product manufacturing,NA,NA
2021,Ontario,Employees paid by the hour,Paper manufacturing,NA,0.15
2021,Ontario,Employees paid by the hour,"Pulp, paper and paperboard mills",NA,NA
2021,Ontario,Employees paid by the hour,Printing and related support activities,NA,0.19
2021,Ontario,Employees paid by the hour,Petroleum and coal product manufacturing,NA,NA
2021,Ontario,Employees paid by the hour,Chemical manufacturing,NA,0.33
2021,Ontario,Employees paid by the hour,"Resin, synthetic rubber, and artificial and synthetic fibres and filaments manufacturing",NA,NA
2021,Ontario,Employees paid by the hour,"Pesticide, fertilizer and other agricultural chemical manufacturing",NA,NA
2021,Ontario,Employees paid by the hour,"Paint, coating and adhesive manufacturing",NA,NA
2021,Ontario,Employees paid by the hour,"Soap, cleaning compound and toilet preparation manufacturing",NA,NA
2021,Ontario,Employees paid by the hour,Other chemical product manufacturing,NA,NA
2021,Ontario,Employees paid by the hour,Plastics and rubber products manufacturing,NA,0.55
2021,Ontario,Employees paid by the hour,Plastic product manufacturing,NA,0.5
2021,Ontario,Employees paid by the hour,Rubber product manufacturing,NA,NA
2021,Ontario,Employees paid by the hour,Durable goods,NA,4.53
2021,Ontario,Employees paid by the hour,Wood product manufacturing,NA,0.22
2021,Ontario,Employees paid by the hour,Sawmills and wood preservation,NA,NA
2021,Ontario,Employees paid by the hour,"Veneer, plywood and engineered wood product manufacturing",NA,NA
2021,Ontario,Employees paid by the hour,Other wood product manufacturing,NA,NA
2021,Ontario,Employees paid by the hour,Non-metallic mineral product manufacturing,NA,0.22
2021,Ontario,Employees paid by the hour,Clay product and refractory manufacturing,NA,NA
2021,Ontario,Employees paid by the hour,Glass and glass product manufacturing,NA,NA
2021,Ontario,Employees paid by the hour,Cement and concrete product manufacturing,NA,NA
2021,Ontario,Employees paid by the hour,Lime and gypsum product manufacturing,NA,NA
2021,Ontario,Employees paid by the hour,Primary metal manufacturing,NA,NA
2021,Ontario,Employees paid by the hour,Iron and steel mills and ferro-alloy manufacturing,NA,NA
2021,Ontario,Employees paid by the hour,Steel product manufacturing from purchased steel,NA,NA
2021,Ontario,Employees paid by the hour,Alumina and aluminum production and processing,NA,NA
2021,Ontario,Employees paid by the hour,Non-ferrous metal (except aluminum) production and processing,NA,NA
2021,Ontario,Employees paid by the hour,Foundries,NA,NA
2021,Ontario,Employees paid by the hour,Fabricated metal product manufacturing,NA,0.8
2021,Ontario,Employees paid by the hour,Forging and stamping,NA,NA
2021,Ontario,Employees paid by the hour,Cutlery and hand tool manufacturing,NA,NA
2021,Ontario,Employees paid by the hour,Architectural and structural metals manufacturing,NA,0.29
2021,Ontario,Employees paid by the hour,"Boiler, tank and shipping container manufacturing",NA,NA
2021,Ontario,Employees paid by the hour,Hardware manufacturing,NA,NA
2021,Ontario,Employees paid by the hour,Spring and wire product manufacturing,NA,NA
2021,Ontario,Employees paid by the hour,"Machine shops, turned product, and screw, nut and bolt manufacturing",NA,NA
2021,Ontario,Employees paid by the hour,"Coating, engraving, cold and heat treating and allied activities",NA,NA
2021,Ontario,Employees paid by the hour,Other fabricated metal product manufacturing,NA,NA
2021,Ontario,Employees paid by the hour,Machinery manufacturing,NA,0.66
2021,Ontario,Employees paid by the hour,"Agricultural, construction and mining machinery manufacturing",NA,NA
2021,Ontario,Employees paid by the hour,Industrial machinery manufacturing,NA,NA
2021,Ontario,Employees paid by the hour,Commercial and service industry machinery manufacturing,NA,NA
2021,Ontario,Employees paid by the hour,"Ventilation, heating, air-conditioning and commercial refrigeration equipment manufacturing",NA,NA
2021,Ontario,Employees paid by the hour,Metalworking machinery manufacturing,NA,NA
2021,Ontario,Employees paid by the hour,"Engine, turbine and power transmission equipment manufacturing",NA,NA
2021,Ontario,Employees paid by the hour,Other general-purpose machinery manufacturing,NA,NA
2021,Ontario,Employees paid by the hour,Computer and electronic product manufacturing,NA,NA
2021,Ontario,Employees paid by the hour,Computer and peripheral equipment manufacturing,NA,NA
2021,Ontario,Employees paid by the hour,Communications equipment manufacturing,NA,NA
2021,Ontario,Employees paid by the hour,Audio and video equipment manufacturing,NA,NA
2021,Ontario,Employees paid by the hour,Semiconductor and other electronic component manufacturing,NA,NA
2021,Ontario,Employees paid by the hour,"Navigational, measuring, medical and control instruments manufacturing",NA,NA
2021,Ontario,Employees paid by the hour,"Electrical equipment, appliance and component manufacturing",NA,NA
2021,Ontario,Employees paid by the hour,Electric lighting equipment manufacturing,NA,NA
2021,Ontario,Employees paid by the hour,Household appliance manufacturing,NA,NA
2021,Ontario,Employees paid by the hour,Electrical equipment manufacturing,NA,NA
2021,Ontario,Employees paid by the hour,Other electrical equipment and component manufacturing,NA,NA
2021,Ontario,Employees paid by the hour,Transportation equipment manufacturing,NA,1.46
2021,Ontario,Employees paid by the hour,Motor vehicle manufacturing,NA,NA
2021,Ontario,Employees paid by the hour,Motor vehicle body and trailer manufacturing,NA,NA
2021,Ontario,Employees paid by the hour,Motor vehicle parts manufacturing,NA,0.78
2021,Ontario,Employees paid by the hour,Aerospace product and parts manufacturing,NA,0.09
2021,Ontario,Employees paid by the hour,Railroad rolling stock manufacturing,NA,NA
2021,Ontario,Employees paid by the hour,Furniture and related product manufacturing,NA,NA
2021,Ontario,Employees paid by the hour,Household and institutional furniture and kitchen cabinet manufacturing,NA,NA
2021,Ontario,Employees paid by the hour,Office furniture (including fixtures) manufacturing,NA,NA
2021,Ontario,Employees paid by the hour,Miscellaneous manufacturing,NA,0.22
2021,Ontario,Employees paid by the hour,Medical equipment and supplies manufacturing,NA,NA
2021,Ontario,Employees paid by the hour,Other miscellaneous manufacturing,NA,NA
2021,Manitoba,All employees,Manufacturing,46,9.11
2021,Manitoba,All employees,Non-durable goods,NA,4.09
2021,Manitoba,All employees,Food manufacturing,NA,1.84
2021,Manitoba,All employees,Animal food manufacturing,NA,0.07
2021,Manitoba,All employees,Meat product manufacturing,NA,0.88
2021,Manitoba,All employees,Bakeries and tortilla manufacturing,NA,0.22
2021,Manitoba,All employees,Beverage and tobacco product manufacturing,NA,0.2
2021,Manitoba,All employees,Cannabis product manufacturing,NA,NA
2021,Manitoba,All employees,Textile and fabric finishing and fabric coating,NA,NA
2021,Manitoba,All employees,Other textile product mills,NA,NA
2021,Manitoba,All employees,Cut and sew clothing manufacturing,NA,0.22
2021,Manitoba,All employees,Leather and hide tanning and finishing,NA,NA
2021,Manitoba,All employees,Paper manufacturing,NA,0.23
2021,Manitoba,All employees,"Pulp, paper and paperboard mills",NA,NA
2021,Manitoba,All employees,Printing and related support activities,NA,0.44
2021,Manitoba,All employees,Chemical manufacturing,NA,0.53
2021,Manitoba,All employees,Basic chemical manufacturing,NA,0.06
2021,Manitoba,All employees,Durable goods,NA,5.02
2021,Manitoba,All employees,Wood product manufacturing,NA,0.35
2021,Manitoba,All employees,Sawmills and wood preservation,NA,0.06
2021,Manitoba,All employees,"Veneer, plywood and engineered wood product manufacturing",NA,0.07
2021,Manitoba,All employees,Other wood product manufacturing,NA,0.23
2021,Manitoba,All employees,Non-metallic mineral product manufacturing,NA,0.25
2021,Manitoba,All employees,Cement and concrete product manufacturing,NA,0.16
2021,Manitoba,All employees,Other non-metallic mineral product manufacturing,NA,0.05
2021,Manitoba,All employees,Primary metal manufacturing,NA,0.44
2021,Manitoba,All employees,Foundries,NA,NA
2021,Manitoba,All employees,Fabricated metal product manufacturing,NA,0.78
2021,Manitoba,All employees,Architectural and structural metals manufacturing,NA,0.29
2021,Manitoba,All employees,"Boiler, tank and shipping container manufacturing",NA,0.14
2021,Manitoba,All employees,Spring and wire product manufacturing,NA,NA
2021,Manitoba,All employees,"Coating, engraving, cold and heat treating and allied activities",NA,0.07
2021,Manitoba,All employees,Machinery manufacturing,NA,0.89
2021,Manitoba,All employees,"Agricultural, construction and mining machinery manufacturing",NA,0.56
2021,Manitoba,All employees,"Ventilation, heating, air-conditioning and commercial refrigeration equipment manufacturing",NA,0.07
2021,Manitoba,All employees,Other general-purpose machinery manufacturing,NA,0.13
2021,Manitoba,All employees,Computer and electronic product manufacturing,NA,0.07
2021,Manitoba,All employees,Semiconductor and other electronic component manufacturing,NA,0.04
2021,Manitoba,All employees,"Navigational, measuring, medical and control instruments manufacturing",NA,NA
2021,Manitoba,All employees,Electrical equipment manufacturing,NA,NA
2021,Manitoba,All employees,Transportation equipment manufacturing,NA,1.29
2021,Manitoba,All employees,Motor vehicle body and trailer manufacturing,NA,0.36
2021,Manitoba,All employees,Aerospace product and parts manufacturing,NA,0.53
2021,Manitoba,All employees,Furniture and related product manufacturing,NA,0.56
2021,Manitoba,All employees,Household and institutional furniture and kitchen cabinet manufacturing,NA,0.5
2021,Manitoba,All employees,Office furniture (including fixtures) manufacturing,NA,0.05
2021,Manitoba,All employees,Other furniture-related product manufacturing,NA,0.01
2021,Manitoba,All employees,Miscellaneous manufacturing,NA,0.28
2021,Manitoba,All employees,Medical equipment and supplies manufacturing,NA,0.12
2021,Manitoba,All employees,Other miscellaneous manufacturing,NA,0.16
2021,Manitoba,Salaried employees paid a fixed salary,Manufacturing,NA,2.08
2021,Manitoba,Salaried employees paid a fixed salary,Non-durable goods,NA,0.94
2021,Manitoba,Salaried employees paid a fixed salary,Food manufacturing,NA,0.29
2021,Manitoba,Salaried employees paid a fixed salary,Animal food manufacturing,NA,NA
2021,Manitoba,Salaried employees paid a fixed salary,Meat product manufacturing,NA,0.13
2021,Manitoba,Salaried employees paid a fixed salary,Bakeries and tortilla manufacturing,NA,NA
2021,Manitoba,Salaried employees paid a fixed salary,Cannabis product manufacturing,NA,NA
2021,Manitoba,Salaried employees paid a fixed salary,Textile and fabric finishing and fabric coating,NA,NA
2021,Manitoba,Salaried employees paid a fixed salary,Other textile product mills,NA,NA
2021,Manitoba,Salaried employees paid a fixed salary,Clothing manufacturing,NA,NA
2021,Manitoba,Salaried employees paid a fixed salary,Cut and sew clothing manufacturing,NA,NA
2021,Manitoba,Salaried employees paid a fixed salary,Leather and hide tanning and finishing,NA,NA
2021,Manitoba,Salaried employees paid a fixed salary,Paper manufacturing,NA,NA
2021,Manitoba,Salaried employees paid a fixed salary,"Pulp, paper and paperboard mills",NA,NA
2021,Manitoba,Salaried employees paid a fixed salary,Printing and related support activities,NA,0.12
2021,Manitoba,Salaried employees paid a fixed salary,Chemical manufacturing,NA,0.21
2021,Manitoba,Salaried employees paid a fixed salary,Basic chemical manufacturing,NA,NA
2021,Manitoba,Salaried employees paid a fixed salary,Durable goods,NA,1.14
2021,Manitoba,Salaried employees paid a fixed salary,Wood product manufacturing,NA,NA
2021,Manitoba,Salaried employees paid a fixed salary,Sawmills and wood preservation,NA,NA
2021,Manitoba,Salaried employees paid a fixed salary,"Veneer, plywood and engineered wood product manufacturing",NA,NA
2021,Manitoba,Salaried employees paid a fixed salary,Other wood product manufacturing,NA,NA
2021,Manitoba,Salaried employees paid a fixed salary,Non-metallic mineral product manufacturing,NA,NA
2021,Manitoba,Salaried employees paid a fixed salary,Cement and concrete product manufacturing,NA,NA
2021,Manitoba,Salaried employees paid a fixed salary,Other non-metallic mineral product manufacturing,NA,NA
2021,Manitoba,Salaried employees paid a fixed salary,Primary metal manufacturing,NA,0.09
