Year,Series,Catégories de données,Éléments,Pilier,Value
2022,Inventaire des données ouvertes (ODIN),Consommation d'énergie,Sous-score d'ouverture,,80.0
2022,Inventaire des données ouvertes (ODIN),Pollution,Sous-score d'ouverture,,60.0
2022,Inventaire des données ouvertes (ODIN),Environnement bâti,Sous-score d'ouverture,,80.0
2022,Inventaire des données ouvertes (ODIN),Sous-score de l'environnement,Sous-score d'ouverture,,72.0
2022,Inventaire des données ouvertes (ODIN),Toutes les catégories,Sous-score d'ouverture,,78.2
2024,Inventaire des données ouvertes (ODIN),Population et statistiques démographiques,Sous-score d'ouverture,,80.0
2024,Inventaire des données ouvertes (ODIN),Établissements d'enseignement,Sous-score d'ouverture,,80.0
2024,Inventaire des données ouvertes (ODIN),Résultats en matière d'éducation,Sous-score d'ouverture,,70.0
2024,Inventaire des données ouvertes (ODIN),Établissements de soins de santé,Sous-score d'ouverture,,60.0
2024,Inventaire des données ouvertes (ODIN),Résultats en matière de santé,Sous-score d'ouverture,,90.0
2024,Inventaire des données ouvertes (ODIN),Santé reproductive,Sous-score d'ouverture,,90.0
2024,Inventaire des données ouvertes (ODIN),Sécurité alimentaire et nutrition,Sous-score d'ouverture,,90.0
2024,Inventaire des données ouvertes (ODIN),Statistiques sur le genre,Sous-score d'ouverture,,60.0
2024,Inventaire des données ouvertes (ODIN),Criminalité et justice,Sous-score d'ouverture,,80.0
2024,Inventaire des données ouvertes (ODIN),Pauvreté et revenus,Sous-score d'ouverture,,90.0
2024,Inventaire des données ouvertes (ODIN),Sous-score des statistiques sociales,Sous-score d'ouverture,,79.0
2024,Inventaire des données ouvertes (ODIN),Comptes nationaux,Sous-score d'ouverture,,90.0
2024,Inventaire des données ouvertes (ODIN),Travail,Sous-score d'ouverture,,90.0
2024,Inventaire des données ouvertes (ODIN),Indices de prix,Sous-score d'ouverture,,90.0
2024,Inventaire des données ouvertes (ODIN),Finances gouvernementales,Sous-score d'ouverture,,90.0
2024,Inventaire des données ouvertes (ODIN),Monnaie et banque,Sous-score d'ouverture,,80.0
2024,Inventaire des données ouvertes (ODIN),Commerce international,Sous-score d'ouverture,,90.0
2024,Inventaire des données ouvertes (ODIN),Balance des paiements,Sous-score d'ouverture,,90.0
2024,Inventaire des données ouvertes (ODIN),Sous-score des statistiques économiques et financières,Sous-score d'ouverture,,88.6
2024,Inventaire des données ouvertes (ODIN),Agriculture et utilisation des terres,Sous-score d'ouverture,,60.0
2024,Inventaire des données ouvertes (ODIN),Utilisation des ressources,Sous-score d'ouverture,,70.0
2024,Inventaire des données ouvertes (ODIN),Consommation d'énergie,Sous-score d'ouverture,,90.0
2024,Inventaire des données ouvertes (ODIN),Pollution,Sous-score d'ouverture,,50.0
2024,Inventaire des données ouvertes (ODIN),Environnement bâti,Sous-score d'ouverture,,90.0
2024,Inventaire des données ouvertes (ODIN),Sous-score de l'environnement,Sous-score d'ouverture,,72.0
2024,Inventaire des données ouvertes (ODIN),Toutes les catégories,Sous-score d'ouverture,,79.9
2016,Inventaire des données ouvertes (ODIN),Population et statistiques démographiques,Score global,,85.0
2016,Inventaire des données ouvertes (ODIN),Établissements d'enseignement,Score global,,65.0
2016,Inventaire des données ouvertes (ODIN),Résultats en matière d'éducation,Score global,,65.0
2016,Inventaire des données ouvertes (ODIN),Établissements de soins de santé,Score global,,35.0
2016,Inventaire des données ouvertes (ODIN),Résultats en matière de santé,Score global,,95.0
2016,Inventaire des données ouvertes (ODIN),Santé reproductive,Score global,,65.0
2016,Inventaire des données ouvertes (ODIN),Statistiques sur le genre,Score global,,60.0
2016,Inventaire des données ouvertes (ODIN),Pauvreté et revenus,Score global,,85.0
2016,Inventaire des données ouvertes (ODIN),Sous-score des statistiques sociales,Score global,,69.4
2016,Inventaire des données ouvertes (ODIN),Comptes nationaux,Score global,,94.4
2016,Inventaire des données ouvertes (ODIN),Travail,Score global,,85.0
2016,Inventaire des données ouvertes (ODIN),Indices de prix,Score global,,70.0
2016,Inventaire des données ouvertes (ODIN),Finances gouvernementales,Score global,,94.4
2016,Inventaire des données ouvertes (ODIN),Monnaie et banque,Score global,,93.8
2016,Inventaire des données ouvertes (ODIN),Commerce international,Score global,,93.8
2016,Inventaire des données ouvertes (ODIN),Balance des paiements,Score global,,93.8
2016,Inventaire des données ouvertes (ODIN),Sous-score des statistiques économiques et financières,Score global,,88.7
2016,Inventaire des données ouvertes (ODIN),Agriculture et utilisation des terres,Score global,,80.0
2016,Inventaire des données ouvertes (ODIN),Utilisation des ressources,Score global,,60.0
2016,Inventaire des données ouvertes (ODIN),Consommation d'énergie,Score global,,75.0
2016,Inventaire des données ouvertes (ODIN),Pollution,Score global,,60.0
2016,Inventaire des données ouvertes (ODIN),Environnement bâti,Score global,,65.0
2016,Inventaire des données ouvertes (ODIN),Sous-score de l'environnement,Score global,,68.0
2016,Inventaire des données ouvertes (ODIN),,,,74.8
2017,Inventaire des données ouvertes (ODIN),Population et statistiques démographiques,Score global,,85.0
2017,Inventaire des données ouvertes (ODIN),Établissements d'enseignement,Score global,,70.0
2017,Inventaire des données ouvertes (ODIN),Résultats en matière d'éducation,Score global,,65.0
2017,Inventaire des données ouvertes (ODIN),Établissements de soins de santé,Score global,,70.0
2017,Inventaire des données ouvertes (ODIN),Résultats en matière de santé,Score global,,75.0
2017,Inventaire des données ouvertes (ODIN),Santé reproductive,Score global,,65.0
2017,Inventaire des données ouvertes (ODIN),Statistiques sur le genre,Score global,,65.0
2017,Inventaire des données ouvertes (ODIN),Criminalité et justice,Score global,,60.0
2017,Inventaire des données ouvertes (ODIN),Pauvreté et revenus,Score global,,85.0
2017,Inventaire des données ouvertes (ODIN),Sous-score des statistiques sociales,Score global,,71.1
2017,Inventaire des données ouvertes (ODIN),Comptes nationaux,Score global,,83.3
2017,Inventaire des données ouvertes (ODIN),Travail,Score global,,85.0
2017,Inventaire des données ouvertes (ODIN),Indices de prix,Score global,,80.0
2017,Inventaire des données ouvertes (ODIN),Finances gouvernementales,Score global,,83.3
2017,Inventaire des données ouvertes (ODIN),Monnaie et banque,Score global,,81.3
2017,Inventaire des données ouvertes (ODIN),Commerce international,Score global,,93.8
2017,Inventaire des données ouvertes (ODIN),Balance des paiements,Score global,,93.8
2017,Inventaire des données ouvertes (ODIN),Sous-score des statistiques économiques et financières,Score global,,85.5
2017,Inventaire des données ouvertes (ODIN),Agriculture et utilisation des terres,Score global,,60.0
2017,Inventaire des données ouvertes (ODIN),Utilisation des ressources,Score global,,70.0
2017,Inventaire des données ouvertes (ODIN),Consommation d'énergie,Score global,,75.0
2017,Inventaire des données ouvertes (ODIN),Pollution,Score global,,75.0
2017,Inventaire des données ouvertes (ODIN),Environnement bâti,Score global,,65.0
2017,Inventaire des données ouvertes (ODIN),Sous-score de l'environnement,Score global,,69.0
2017,Inventaire des données ouvertes (ODIN),,,,74.8
2018,Inventaire des données ouvertes (ODIN),Population et statistiques démographiques,Score global,,90.0
2018,Inventaire des données ouvertes (ODIN),Établissements d'enseignement,Score global,,65.0
2018,Inventaire des données ouvertes (ODIN),Résultats en matière d'éducation,Score global,,60.0
2018,Inventaire des données ouvertes (ODIN),Établissements de soins de santé,Score global,,70.0
2018,Inventaire des données ouvertes (ODIN),Résultats en matière de santé,Score global,,90.0
2018,Inventaire des données ouvertes (ODIN),Santé reproductive,Score global,,65.0
2018,Inventaire des données ouvertes (ODIN),Statistiques sur le genre,Score global,,70.0
2018,Inventaire des données ouvertes (ODIN),Criminalité et justice,Score global,,80.0
2018,Inventaire des données ouvertes (ODIN),Pauvreté et revenus,Score global,,90.0
2018,Inventaire des données ouvertes (ODIN),Sous-score des statistiques sociales,Score global,,75.6
2018,Inventaire des données ouvertes (ODIN),Comptes nationaux,Score global,,88.9
2018,Inventaire des données ouvertes (ODIN),Travail,Score global,,85.0
2018,Inventaire des données ouvertes (ODIN),Indices de prix,Score global,,88.9
2018,Inventaire des données ouvertes (ODIN),Finances gouvernementales,Score global,,83.3
2018,Inventaire des données ouvertes (ODIN),Monnaie et banque,Score global,,93.8
2018,Inventaire des données ouvertes (ODIN),Commerce international,Score global,,93.8
2018,Inventaire des données ouvertes (ODIN),Balance des paiements,Score global,,93.8
2018,Inventaire des données ouvertes (ODIN),Sous-score des statistiques économiques et financières,Score global,,89.3
2018,Inventaire des données ouvertes (ODIN),Agriculture et utilisation des terres,Score global,,65.0
2018,Inventaire des données ouvertes (ODIN),Utilisation des ressources,Score global,,77.8
2018,Inventaire des données ouvertes (ODIN),Consommation d'énergie,Score global,,83.3
2018,Inventaire des données ouvertes (ODIN),Pollution,Score global,,72.2
2018,Inventaire des données ouvertes (ODIN),Environnement bâti,Score global,,65.0
2018,Inventaire des données ouvertes (ODIN),Sous-score de l'environnement,Score global,,72.3
2018,Inventaire des données ouvertes (ODIN),,,,78.8
2020,Inventaire des données ouvertes (ODIN),Population et statistiques démographiques,Score global,,90.0
2020,Inventaire des données ouvertes (ODIN),Établissements d'enseignement,Score global,,65.0
2020,Inventaire des données ouvertes (ODIN),Résultats en matière d'éducation,Score global,,45.0
2020,Inventaire des données ouvertes (ODIN),Établissements de soins de santé,Score global,,60.0
2020,Inventaire des données ouvertes (ODIN),Résultats en matière de santé,Score global,,75.0
2020,Inventaire des données ouvertes (ODIN),Santé reproductive,Score global,,60.0
2020,Inventaire des données ouvertes (ODIN),Sécurité alimentaire et nutrition,Score global,,61.1
2020,Inventaire des données ouvertes (ODIN),Statistiques sur le genre,Score global,,70.0
2020,Inventaire des données ouvertes (ODIN),Criminalité et justice,Score global,,80.0
2020,Inventaire des données ouvertes (ODIN),Pauvreté et revenus,Score global,,90.0
2020,Inventaire des données ouvertes (ODIN),Sous-score des statistiques sociales,Score global,,69.7
2020,Inventaire des données ouvertes (ODIN),Comptes nationaux,Score global,,88.9
2020,Inventaire des données ouvertes (ODIN),Travail,Score global,,95.0
2020,Inventaire des données ouvertes (ODIN),Indices de prix,Score global,,94.4
2020,Inventaire des données ouvertes (ODIN),Finances gouvernementales,Score global,,83.3
2020,Inventaire des données ouvertes (ODIN),Monnaie et banque,Score global,,87.5
2020,Inventaire des données ouvertes (ODIN),Commerce international,Score global,,93.8
2020,Inventaire des données ouvertes (ODIN),Balance des paiements,Score global,,93.8
2020,Inventaire des données ouvertes (ODIN),Sous-score des statistiques économiques et financières,Score global,,91.0
2020,Inventaire des données ouvertes (ODIN),Agriculture et utilisation des terres,Score global,,55.0
2020,Inventaire des données ouvertes (ODIN),Utilisation des ressources,Score global,,72.2
2020,Inventaire des données ouvertes (ODIN),Consommation d'énergie,Score global,,87.5
2020,Inventaire des données ouvertes (ODIN),Pollution,Score global,,61.1
2020,Inventaire des données ouvertes (ODIN),Environnement bâti,Score global,,70.0
2020,Inventaire des données ouvertes (ODIN),Sous-score de l'environnement,Score global,,68.5
2020,Inventaire des données ouvertes (ODIN),,,,76.0
2022,Inventaire des données ouvertes (ODIN),Population et statistiques démographiques,Score global,,85.0
2022,Inventaire des données ouvertes (ODIN),Établissements d'enseignement,Score global,,65.0
2022,Inventaire des données ouvertes (ODIN),Résultats en matière d'éducation,Score global,,55.0
2022,Inventaire des données ouvertes (ODIN),Établissements de soins de santé,Score global,,60.0
2022,Inventaire des données ouvertes (ODIN),Résultats en matière de santé,Score global,,90.0
2022,Inventaire des données ouvertes (ODIN),Santé reproductive,Score global,,75.0
2022,Inventaire des données ouvertes (ODIN),Sécurité alimentaire et nutrition,Score global,,66.7
2022,Inventaire des données ouvertes (ODIN),Statistiques sur le genre,Score global,,65.0
2022,Inventaire des données ouvertes (ODIN),Criminalité et justice,Score global,,80.0
2022,Inventaire des données ouvertes (ODIN),Pauvreté et revenus,Score global,,95.0
2022,Inventaire des données ouvertes (ODIN),Sous-score des statistiques sociales,Score global,,73.7
2022,Inventaire des données ouvertes (ODIN),Comptes nationaux,Score global,,83.3
2022,Inventaire des données ouvertes (ODIN),Travail,Score global,,95.0
2022,Inventaire des données ouvertes (ODIN),Indices de prix,Score global,,88.9
2022,Inventaire des données ouvertes (ODIN),Finances gouvernementales,Score global,,83.3
2022,Inventaire des données ouvertes (ODIN),Monnaie et banque,Score global,,87.5
2022,Inventaire des données ouvertes (ODIN),Commerce international,Score global,,93.8
2022,Inventaire des données ouvertes (ODIN),Balance des paiements,Score global,,93.8
2022,Inventaire des données ouvertes (ODIN),Sous-score des statistiques économiques et financières,Score global,,89.3
2022,Inventaire des données ouvertes (ODIN),Agriculture et utilisation des terres,Score global,,65.0
2022,Inventaire des données ouvertes (ODIN),Utilisation des ressources,Score global,,61.1
2022,Inventaire des données ouvertes (ODIN),Consommation d'énergie,Score global,,87.5
2022,Inventaire des données ouvertes (ODIN),Pollution,Score global,,72.2
2022,Inventaire des données ouvertes (ODIN),Environnement bâti,Score global,,65.0
2022,Inventaire des données ouvertes (ODIN),Sous-score de l'environnement,Score global,,69.6
2022,Inventaire des données ouvertes (ODIN),,,,77.2
2024,Inventaire des données ouvertes (ODIN),Population et statistiques démographiques,Score global,,80.0
2024,Inventaire des données ouvertes (ODIN),Établissements d'enseignement,Score global,,60.0
2024,Inventaire des données ouvertes (ODIN),Résultats en matière d'éducation,Score global,,55.0
2024,Inventaire des données ouvertes (ODIN),Établissements de soins de santé,Score global,,75.0
2024,Inventaire des données ouvertes (ODIN),Résultats en matière de santé,Score global,,95.0
2024,Inventaire des données ouvertes (ODIN),Santé reproductive,Score global,,80.0
2024,Inventaire des données ouvertes (ODIN),Sécurité alimentaire et nutrition,Score global,,72.2
