Year,Geography,Educational attainment level,Status,Sex,Age group,GeoCode,Value
2021,Saskatchewan,Upper secondary and post-secondary non-tertiary,"Not in the labour force, Not in employment, education or training (NEET)",Males,25 to 29 years,47,5
2021,Saskatchewan,Upper secondary and post-secondary non-tertiary,"Not in the labour force, Not in employment, education or training (NEET)",Females,25 to 29 years,47,28
2021,Saskatchewan,Tertiary education,"Total, not in employment, education or training (NEET)",Both sexes,25 to 29 years,47,11
2021,Saskatchewan,Tertiary education,"Total, not in employment, education or training (NEET)",Males,25 to 29 years,47,10
2021,Saskatchewan,Tertiary education,"Total, not in employment, education or training (NEET)",Females,25 to 29 years,47,12
2021,Saskatchewan,Tertiary education,"Unemployed, Not in employment, education or training (NEET)",Both sexes,25 to 29 years,47,5
2021,Saskatchewan,Tertiary education,"Unemployed, Not in employment, education or training (NEET)",Females,25 to 29 years,47,4
2021,Saskatchewan,Tertiary education,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,25 to 29 years,47,6
2021,Saskatchewan,Tertiary education,"Not in the labour force, Not in employment, education or training (NEET)",Females,25 to 29 years,47,8
2021,Alberta,"Total, all education levels","Total, not in employment, education or training (NEET)",Both sexes,"Total, 15 to 29 years",48,13
2021,Alberta,"Total, all education levels","Total, not in employment, education or training (NEET)",Males,"Total, 15 to 29 years",48,13
2021,Alberta,"Total, all education levels","Total, not in employment, education or training (NEET)",Females,"Total, 15 to 29 years",48,14
2021,Alberta,"Total, all education levels","Total, not in employment, education or training (NEET)",Both sexes,15 to 19 years,48,8
2021,Alberta,"Total, all education levels","Total, not in employment, education or training (NEET)",Males,15 to 19 years,48,8
2021,Alberta,"Total, all education levels","Total, not in employment, education or training (NEET)",Females,15 to 19 years,48,7
2021,Alberta,"Total, all education levels","Total, not in employment, education or training (NEET)",Both sexes,15 to 24 years,48,12
2021,Alberta,"Total, all education levels","Total, not in employment, education or training (NEET)",Males,15 to 24 years,48,13
2021,Alberta,"Total, all education levels","Total, not in employment, education or training (NEET)",Females,15 to 24 years,48,11
2021,Alberta,"Total, all education levels","Total, not in employment, education or training (NEET)",Both sexes,18 to 24 years,48,15
2021,Alberta,"Total, all education levels","Total, not in employment, education or training (NEET)",Males,18 to 24 years,48,17
2021,Alberta,"Total, all education levels","Total, not in employment, education or training (NEET)",Females,18 to 24 years,48,14
2021,Alberta,"Total, all education levels","Total, not in employment, education or training (NEET)",Both sexes,20 to 24 years,48,16
2021,Alberta,"Total, all education levels","Total, not in employment, education or training (NEET)",Males,20 to 24 years,48,17
2021,Alberta,"Total, all education levels","Total, not in employment, education or training (NEET)",Females,20 to 24 years,48,15
2021,Alberta,"Total, all education levels","Total, not in employment, education or training (NEET)",Both sexes,25 to 29 years,48,16
2021,Alberta,"Total, all education levels","Total, not in employment, education or training (NEET)",Males,25 to 29 years,48,13
2021,Alberta,"Total, all education levels","Total, not in employment, education or training (NEET)",Females,25 to 29 years,48,19
2021,Alberta,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Both sexes,"Total, 15 to 29 years",48,6
2021,Alberta,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Males,"Total, 15 to 29 years",48,7
2021,Alberta,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Females,"Total, 15 to 29 years",48,5
2021,Alberta,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Both sexes,15 to 19 years,48,3
2021,Alberta,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Males,15 to 19 years,48,3
2021,Alberta,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Females,15 to 19 years,48,2
2021,Alberta,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Both sexes,15 to 24 years,48,6
2021,Alberta,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Males,15 to 24 years,48,7
2021,Alberta,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Females,15 to 24 years,48,5
2021,Alberta,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Both sexes,18 to 24 years,48,8
2021,Alberta,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Males,18 to 24 years,48,9
2021,Alberta,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Females,18 to 24 years,48,6
2021,Alberta,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Both sexes,20 to 24 years,48,9
2021,Alberta,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Males,20 to 24 years,48,10
2021,Alberta,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Females,20 to 24 years,48,7
2021,Alberta,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Both sexes,25 to 29 years,48,7
2021,Alberta,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Males,25 to 29 years,48,8
2021,Alberta,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Females,25 to 29 years,48,6
2021,Alberta,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Both sexes,"Total, 15 to 29 years",48,7
2021,Alberta,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Males,"Total, 15 to 29 years",48,6
2021,Alberta,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Females,"Total, 15 to 29 years",48,9
2021,Alberta,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Both sexes,15 to 19 years,48,5
2021,Alberta,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Males,15 to 19 years,48,5
2021,Alberta,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Females,15 to 19 years,48,5
2021,Alberta,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Both sexes,15 to 24 years,48,6
2021,Alberta,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Males,15 to 24 years,48,6
2021,Alberta,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Females,15 to 24 years,48,6
2021,Alberta,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Both sexes,18 to 24 years,48,8
2021,Alberta,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Males,18 to 24 years,48,8
2021,Alberta,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Females,18 to 24 years,48,7
2021,Alberta,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Both sexes,20 to 24 years,48,7
2021,Alberta,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Males,20 to 24 years,48,7
2021,Alberta,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Females,20 to 24 years,48,7
2021,Alberta,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Both sexes,25 to 29 years,48,9
2021,Alberta,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Males,25 to 29 years,48,5
2021,Alberta,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Females,25 to 29 years,48,13
2021,Alberta,Below upper secondary,"Total, not in employment, education or training (NEET)",Both sexes,25 to 29 years,48,31
2021,Alberta,Below upper secondary,"Total, not in employment, education or training (NEET)",Females,25 to 29 years,48,44
2021,Alberta,Upper secondary and post-secondary non-tertiary,"Total, not in employment, education or training (NEET)",Both sexes,25 to 29 years,48,18
2021,Alberta,Upper secondary and post-secondary non-tertiary,"Total, not in employment, education or training (NEET)",Males,25 to 29 years,48,13
2021,Alberta,Upper secondary and post-secondary non-tertiary,"Total, not in employment, education or training (NEET)",Females,25 to 29 years,48,26
2021,Alberta,Upper secondary and post-secondary non-tertiary,"Unemployed, Not in employment, education or training (NEET)",Both sexes,25 to 29 years,48,6
2021,Alberta,Upper secondary and post-secondary non-tertiary,"Unemployed, Not in employment, education or training (NEET)",Males,25 to 29 years,48,7
2021,Alberta,Upper secondary and post-secondary non-tertiary,"Unemployed, Not in employment, education or training (NEET)",Females,25 to 29 years,48,5
2021,Alberta,Upper secondary and post-secondary non-tertiary,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,25 to 29 years,48,12
2021,Alberta,Upper secondary and post-secondary non-tertiary,"Not in the labour force, Not in employment, education or training (NEET)",Males,25 to 29 years,48,6
2021,Alberta,Upper secondary and post-secondary non-tertiary,"Not in the labour force, Not in employment, education or training (NEET)",Females,25 to 29 years,48,21
2021,Alberta,Tertiary education,"Total, not in employment, education or training (NEET)",Both sexes,25 to 29 years,48,13
2021,Alberta,Tertiary education,"Total, not in employment, education or training (NEET)",Males,25 to 29 years,48,14
